'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   14','9.644','9.653','9.658','9.665','9.680','9.698','9.705','9.717','9.715','9.717','9.719','9.723','9.729','9.745','9.751','9.763','9.769','9.781','9.786','9.792','9.801','9.799','9.795','9.801','9.734'
'   15','9.794','9.790','9.807','9.817','9.826','9.830','9.837','9.838','9.830','9.850','9.851','9.865','9.884','9.872','9.878','9.873','9.893','9.928','9.948','9.973','0.002','0.029','0.043','0.057','9.888'
'   16','0.057','0.057','0.057','0.065','0.065','0.083','0.093','0.101','0.101','0.109','0.107','0.110','0.112','0.108','0.110','0.114','0.118','0.128','0.138','0.152','0.146','0.147','0.148','0.138','0.107'
'   17','0.121','0.103','0.078','0.050','0.034','0.011','0.010','0.016','0.014','0.012','0.017','0.027','0.043','0.055','0.073','0.100','0.117','0.147','0.170','0.197','0.224','0.253','0.273','0.294','0.102'
'   18','0.309','0.317','0.329','0.335','0.345','0.350','0.361','0.364','0.356','0.351','0.351','0.347','0.343','0.335','0.333','0.318','0.309','0.306','0.307','0.315','0.322','0.324','0.323','0.329','0.332'
'   19','0.324','0.312','0.310','0.305','0.302','0.298','0.294','0.282','0.271','0.254','0.241','0.224','0.210','0.191','0.180','0.167','0.172','0.172','0.178','0.194','0.221','0.228','0.232','0.238','0.242'
'   20','0.238','0.234','0.230','0.233','0.230','0.226','0.224','0.221','0.210','0.191','0.181','0.163','0.145','0.128','0.115','0.109','0.101','0.110','0.123','0.135','0.150','0.157','0.165','0.161','0.174'
'   21','0.147','0.135','0.131','0.122','0.121','0.111','0.105','0.090','0.075','0.053','0.036','0.026','0.015','9.996','9.972','9.956','9.947','9.948','9.952','9.963','9.964','9.954','9.944','9.928','0.029'
'   22','9.914','9.898','9.880','9.873','9.872','9.865','9.870','9.871','9.875','9.872','9.883','9.889','9.888','9.883','9.883','9.878','9.873','9.879','9.883','9.897','9.897','9.903','9.910','9.913','9.885'
'   23','9.926','9.919','9.914','9.911','9.919','9.914','9.913','9.909','9.907','9.902','9.902','9.899','9.880','9.875','9.872','9.859','9.869','9.875','9.888','9.904','9.912','9.924','9.935','9.933','9.903'
'   24','9.928','9.925','9.924','9.921','9.924','9.923','9.928','9.931','9.921','9.910','9.915','9.904','9.891','9.882','9.882','9.876','9.876','9.885','9.890','9.908','9.920','9.930','9.934','9.932','9.911'
'   25','9.920','9.917','9.912','9.898','9.898','9.894','9.892','9.894','9.886','9.872','9.866','9.861','9.842','9.837','9.822','9.816','9.816','9.816','9.826','9.830','9.846','9.855','9.854','9.866','9.864'
'   26','9.861','9.864','9.859','9.854','9.857','9.860','9.858','9.858','9.856','9.856','9.847','9.840','9.835','9.835','9.833','9.839','9.845','9.863','9.870','9.885','9.895','9.915','9.921','9.933','9.864'
'   27','9.933','9.941','9.938','9.939','9.943','9.950','9.949','9.951','9.945','9.959','9.952','9.954','9.958','9.955','9.948','9.945','9.941','9.948','9.961','9.975','9.989','9.997','9.999','0.011','9.958'
'   28','0.011','0.014','0.014','0.019','0.028','0.049','0.061','0.073','0.077','0.079','0.084','0.083','0.082','0.082','0.089','0.090','0.077','0.079','0.069','0.055','0.044','0.039','0.011','9.986','0.054'
'   29','9.971','9.948','9.935','9.933','9.955','9.961','9.955','9.948','9.941','9.933','9.923','9.911','9.901','9.870','9.837','9.807','9.806','9.797','9.821','9.830','9.843','9.863','9.871','9.880','9.893'
'   30','9.880','9.874','9.867','9.860','9.855','9.851','9.842','9.834','9.822','9.812','9.809','9.802','9.781','9.762','9.755','9.745','9.741','9.731','9.735','9.737','9.734','9.723','9.713','9.704','9.790'
'   31','9.692','9.667','9.647','9.622','9.610','9.615','9.609','9.610','9.597','9.590','9.588','9.575','9.553','9.540','9.528','9.530','9.532','9.535','9.544','9.559','9.561','9.560','9.554','9.548','9.582'
' Mean','9.835','9.830','9.826','9.823','9.827','9.832','9.835','9.836','9.833','9.831','9.830','9.829','9.824','9.819','9.816','9.812','9.813','9.818','9.824','9.834','9.842','9.847','9.847','9.846','9.830'
