"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"11",'9.997','0.009','0.019','0.033','0.046','0.065','0.075','0.104','0.107','0.117','0.113','0.120','0.132','0.131','0.134','0.138','0.137','0.139','0.140','0.149','0.153','0.150','0.153','0.141','0.104',
"12",'0.133','0.123','0.103','0.087','0.075','0.062','0.043','0.029','9.993','9.968','9.942','9.918','9.893','9.874','9.864','9.852','9.846','9.841','9.836','9.823','9.834','9.850','9.858','9.862','9.946',
"13",'9.863','9.859','9.859','9.860','9.862','9.874','9.890','9.899','9.902','9.905','9.923','9.925','9.924','9.932','9.933','9.924','9.922','9.928','9.927','9.936','9.937','9.941','9.943','9.930','9.908',
"14",'9.926','9.927','9.919','9.931','9.927','9.934','9.939','9.937','9.952','9.957','9.945','9.947','9.953','9.951','9.955','9.951','9.952','9.953','9.949','9.953','9.955','9.949','9.939','9.921','9.943',
"15",'9.911','9.897','9.885','9.871','9.864','9.873','9.885','9.896','9.899','9.897','9.930','9.938','9.937','9.944','9.943','9.958','9.962','9.973','9.982','9.986','9.998','0.013','0.018','0.022','9.937',
"16",'0.019','0.017','0.018','0.018','0.020','0.028','0.028','0.036','0.044','0.032','0.028','0.024','0.020','0.005','9.996','9.983','9.976','9.970','9.960','9.954','9.942','9.931','9.920','9.913','9.995',
"17",'9.902','9.893','9.888','9.877','9.871','9.879','9.881','9.891','9.881','9.887','9.885','9.897','9.912','9.925','9.927','9.941','9.961','9.979','0.001','0.017','0.033','0.055','0.058','0.069','9.938',
"18",'0.070','0.073','0.075','0.076','0.083','0.087','0.099','0.101','0.108','0.116','0.113','0.114','0.108','0.104','0.110','0.106','0.110','0.111','0.114','0.123','0.126','0.130','0.124','0.126','0.104',
"19",'0.118','0.099','0.076','0.064','0.046','0.026','0.019','0.012','0.002','9.989','9.981','9.976','9.967','9.962','9.959','9.969','9.987','0.008','0.023','0.037','0.063','0.079','0.078','0.095','0.026',
"20",'0.099','0.108','0.095','0.101','0.107','0.125','0.129','0.129','0.130','0.125','0.097','0.094','0.082','0.071','0.079','0.079','0.075','0.083','0.090','0.099','0.107','0.111','0.113','0.107','0.101',
"21",'0.106','0.097','0.091','0.081','0.071','0.073','0.071','0.067','0.057','0.041','0.034','0.019','9.996','9.976','9.959','9.952','9.940','9.936','9.929','9.920','9.916','9.908','9.895','9.887','0.001',
"22",'9.877','9.866','9.856','9.855','9.853','9.855','9.859','9.861','9.861','9.863','9.866','9.868','9.866','9.864','9.858','9.860','9.868','9.871','9.884','9.895','9.898','9.906','9.913','9.914','9.872',
"23",'9.913','9.912','9.905','9.904','9.904','9.910','9.907','9.909','9.905','9.899','9.895','9.886','9.882','9.875','9.857','9.849','9.845','9.839','9.845','9.853','9.845','9.841','9.828','9.819','9.876',
"24",'9.816','9.814','9.806','9.800','9.803','9.802','9.800','9.801','9.798','9.796','9.788','9.778','9.780','9.776','9.774','9.782','9.780','9.784','9.783','9.790','9.800','9.810','9.810','9.816','9.795',
"25",'9.811','9.810','9.810','9.814','9.817','9.813','9.822','9.832','9.840','9.843','9.836','9.836','9.846','9.848','9.852','9.852','9.860','9.848','9.836','9.828','9.832','9.832','9.818','9.810','9.831',
"26",'9.783','9.772','9.728','9.704','9.672','9.634','9.588','9.566','9.544','9.514','9.483','9.449','9.419','9.391','9.377','9.365','9.352','9.341','9.331','9.329','9.329','9.327','9.337','9.345','9.487',
"27",'9.360','9.379','9.391','9.413','9.435','9.459','9.487','9.515','9.531','9.559','9.581','9.599','9.628','9.653','9.671','9.690','9.712','9.741','9.765','9.796','9.813','9.841','9.849','9.869','9.614',
"28",'9.885','9.887','9.893','9.899','9.913','9.928','9.937','9.943','9.957','9.961','9.964','9.974','9.971','9.967','9.965','9.961','9.951','9.935','9.924','9.909','9.888','9.873','9.855','9.843','9.924',
"29",'9.851','9.859','9.868','9.877','9.883','9.903','9.901','9.913','9.917','9.933','9.932','9.938','9.945','9.946','9.940','9.946','9.942','9.954','9.968','9.980','9.988','9.985','9.976','9.966','9.930',
"30",'9.956','9.958','9.954','9.954','9.958','9.962','9.968','9.984','9.992','0.005','0.009','0.009','0.013','0.017','0.016','0.023','0.025','0.033','0.043','0.049','0.059','0.070','0.077','0.081','0.009',
"31",'0.085','0.089','0.095','0.097','0.099','0.115','0.123','0.137','0.142','0.147','0.147','0.151','0.153','0.151','0.151','0.153','0.149','0.151','0.156','0.161','0.173','0.177','0.177','0.177','0.140',
Mean,'9.933','9.929','9.940','9.959','9.968','9.989','0.003','0.033','0.037','0.049','0.051','0.055','0.047','0.046','0.039','0.047','0.063','0.081','0.096','0.112','0.130','0.149','0.153','0.169','0.045',
