'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   21','9.830','9.814','9.794','9.772','9.756','9.742','9.720','9.702','9.684','9.654','9.620','9.582','9.558','9.522','9.470','9.434','9.402','9.380','9.380','9.380','9.382','9.372','9.362','9.356','9.570'
'   22','9.347','9.327','9.305','9.279','9.273','9.271','9.265','9.265','9.265','9.251','9.264','9.256','9.242','9.238','9.242','9.222','9.196','9.184','9.178','9.184','9.186','9.176','9.180','9.190','9.241'
'   23','9.195','9.213','9.227','9.241','9.249','9.242','9.247','9.261','9.265','9.289','9.280','9.298','9.322','9.336','9.358','9.367','9.382','9.400','9.420','9.444','9.466','9.484','9.496','9.502','9.333'
'   24','9.508','9.523','9.532','9.546','9.560','9.584','9.601','9.618','9.628','9.638','9.652','9.666','9.681','9.690','9.698','9.708','9.732','9.754','9.766','9.789','9.816','9.838','9.838','9.866','9.676'
'   25','9.873','9.894','9.911','9.928','9.948','9.966','9.982','9.996','0.002','0.012','0.019','0.018','0.022','0.023','0.021','0.043','0.049','0.051','0.061','0.071','0.081','0.089','0.091','0.098','0.010'
'   26','0.099','0.105','0.105','0.113','0.119','0.119','0.121','0.119','0.113','0.107','0.100','0.089','0.088','0.086','0.078','0.078','0.068','0.078','0.074','0.064','0.068','0.062','0.054','0.036','0.089'
'   27','0.024','0.014','0.000','9.988','9.976','9.968','9.960','9.960','9.952','9.932','9.935','9.933','9.939','9.927','9.919','9.907','9.902','9.883','9.872','9.871','9.875','9.865','9.878','9.883','9.932'
'   28','9.877','9.867','9.849','9.841','9.831','9.809','9.809','9.827','9.852','9.889','9.936','9.986','0.023','0.052','0.070','0.103','0.126','0.148','0.168','0.193','0.204','0.214','0.230','0.240','0.006'
'   29','0.253','0.269','0.279','0.287','0.293','0.315','0.321','0.331','0.333','0.347','0.370','0.369','0.370','0.370','0.357','0.359','0.354','0.354','0.362','0.376','0.395','0.408','0.412','0.408','0.346'
'   30','0.407','0.411','0.409','0.409','0.405','0.409','0.411','0.407','0.398','0.389','0.382','0.379','0.366','0.352','0.340','0.318','0.306','0.310','0.324','0.330','0.340','0.354','0.358','0.362','0.370'
'   31','0.364','0.369','0.369','0.379','0.387','0.399','0.397','0.402','0.397','0.394','0.370','0.360','0.358','0.351','0.344','0.350','0.356','0.370','0.387','0.406','0.408','0.421','0.428','0.444','0.384'
' Mean','9.902','9.901','9.896','9.893','9.892','9.893','9.892','9.895','9.896','9.898','9.898','9.899','9.900','9.898','9.895','9.894','9.893','9.896','9.903','9.913','9.920','9.924','9.926','9.928','9.902'
