'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   22','8.924','8.924','8.920','8.922','8.922','8.925','8.938','8.968','9.000','9.052','9.091','9.123','9.155','9.189','9.225','9.271','9.315','9.361','9.410','9.463','9.512','9.565','9.607','9.647','9.185'
'   23','9.694','9.738','9.770','9.796','9.825','9.863','9.897','9.933','9.973','0.016','0.038','0.065','0.086','0.100','0.122','0.144','0.174','0.204','0.238','0.260','0.269','0.287','0.317','0.320','0.047'
'   24','0.321','0.333','0.339','0.351','0.363','0.373','0.385','0.404','0.421','0.441','0.449','0.455','0.456','0.465','0.465','0.473','0.469','0.475','0.485','0.499','0.509','0.518','0.523','0.527','0.437'
'   25','0.535','0.543','0.548','0.549','0.549','0.549','0.560','0.573','0.591','0.593','0.606','0.590','0.588','0.574','0.575','0.577','0.592','0.601','0.616','0.621','0.625','0.640','0.651','0.650','0.587'
'   26','0.656','0.656','0.656','0.652','0.651','0.647','0.649','0.658','0.674','0.677','0.677','0.675','0.662','0.654','0.659','0.653','0.658','0.654','0.647','0.651','0.647','0.646','0.635','0.635','0.655'
'   27','0.626','0.615','0.617','0.608','0.607','0.599','0.596','0.597','0.603','0.599','0.601','0.592','0.574','0.560','0.542','0.542','0.536','0.538','0.534','0.529','0.530','0.538','0.520','0.514','0.572'
'   28','0.510','0.507','0.493','0.483','0.468','0.465','0.458','0.464','0.467','0.471','0.468','0.440','0.429','0.399','0.399','0.391','0.389','0.377','0.365','0.351','0.357','0.339','0.333','0.321','0.423'
'   29','0.309','0.297','0.291','0.283','0.273','0.263','0.260','0.263','0.263','0.249','0.240','0.220','0.206','0.186','0.174','0.177','0.184','0.183','0.176','0.176','0.169','0.161','0.154','0.150','0.221'
'   30','0.144','0.136','0.133','0.124','0.116','0.112','0.110','0.118','0.127','0.126','0.122','0.110','0.104','0.086','0.070','0.071','0.070','0.068','0.062','0.054','0.044','0.012','0.002','9.969','0.087'
'   31','9.960','9.944','9.922','9.894','9.874','9.846','9.827','9.806','9.794','9.784','9.767','9.740','9.716','9.688','9.666','9.650','9.638','9.624','9.611','9.604','9.602','9.598','9.593','9.586','9.739'
' Mean','9.653','9.652','9.650','9.643','9.637','9.630','9.628','9.635','9.639','9.640','9.640','9.632','9.624','9.621','9.620','9.627','9.628','9.633','9.639','9.647','9.656','9.664','9.666','9.667','9.640'
