'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   19','0.060','0.060','0.052','0.034','0.032','0.034','0.040','0.038','0.038','0.032','0.027','0.023','0.019','0.025','0.015','0.014','0.021','0.017','0.017','0.013','0.001','9.993','9.985','9.975','0.024'
'   20','9.955','9.947','9.935','9.921','9.913','9.903','9.889','9.883','9.871','9.851','9.843','9.829','9.824','9.811','9.799','9.785','9.769','9.757','9.757','9.761','9.755','9.747','9.735','9.725','9.832'
'   21','9.705','9.692','9.671','9.663','9.655','9.645','9.637','9.631','9.630','9.619','9.606','9.595','9.586','9.576','9.562','9.550','9.534','9.528','9.528','9.528','9.524','9.514','9.508','9.490','9.591'
'   22','9.481','9.473','9.449','9.445','9.435','9.431','9.431','9.443','9.449','9.459','9.461','9.463','9.459','9.467','9.466','9.468','9.465','9.467','9.467','9.467','9.467','9.459','9.459','9.467','9.458'
'   23','9.458','9.462','9.464','9.470','9.476','9.498','9.510','9.524','9.534','9.548','9.565','9.583','9.583','9.593','9.593','9.597','9.606','9.659','9.659','9.667','9.697','9.715','9.725','9.741','9.580'
'   24','9.747','9.757','9.766','9.781','9.805','9.829','9.846','9.855','9.861','9.865','9.873','9.871','9.869','9.865','9.875','9.879','9.891','9.921','9.921','9.956','9.973','9.987','0.001','0.017','9.875'
'   25','0.034','0.040','0.044','0.048','0.064','0.065','0.080','0.096','0.108','0.120','0.120','0.144','0.144','0.150','0.160','0.168','0.170','0.196','0.196','0.214','0.232','0.250','0.248','0.250','0.139'
'   26','0.254','0.254','0.252','0.260','0.268','0.279','0.282','0.293','0.296','0.290','0.287','0.279','0.275','0.275','0.269','0.266','0.269','0.282','0.282','0.297','0.313','0.317','0.333','0.343','0.284'
'   27','0.340','0.350','0.356','0.350','0.354','0.372','0.381','0.378','0.372','0.366','0.352','0.348','0.336','0.328','0.322','0.316','0.312','0.332','0.332','0.358','0.372','0.390','0.393','0.404','0.355'
'   28','0.402','0.400','0.398','0.404','0.402','0.416','0.422','0.424','0.430','0.426','0.426','0.421','0.416','0.416','0.410','0.406','0.396','0.414','0.414','0.422','0.416','0.426','0.424','0.426','0.415'
'   29','0.428','0.422','0.419','0.410','0.404','0.408','0.414','0.420','0.419','0.420','0.417','0.409','0.407','0.403','0.393','0.383','0.379','0.377','0.377','0.389','0.391','0.393','0.389','0.383','0.402'
'   30','0.381','0.373','0.361','0.355','0.347','0.345','0.349','0.349','0.339','0.323','0.301','0.295','0.279','0.255','0.247','0.227','0.217','0.187','0.187','0.177','0.167','0.141','0.121','0.108','0.268'
'   31','0.069','0.047','0.021','0.005','9.983','9.953','9.921','9.907','9.889','9.867','9.863','9.841','9.867','9.885','9.883','9.889','9.891','9.921','9.921','9.933','9.931','9.937','9.953','9.953','9.930'
' Mean','9.936','9.936','9.932','9.931','9.932','9.936','9.939','9.944','9.945','9.943','9.940','9.937','9.935','9.936','9.932','9.931','9.928','9.937','9.937','9.946','9.950','9.953','9.953','9.953','9.939'
