"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"20",'9.843','9.855','9.855','9.865','9.873','9.879','9.887','9.893','9.891','9.885','9.877','9.853','9.822','9.798','9.766','9.747','9.723','9.721','9.709','9.695','9.689','9.663','9.659','9.661','9.796',
"21",'9.655','9.654','9.652','9.670','9.690','9.708','9.726','9.758','9.778','9.796','9.821','9.844','9.868','9.882','9.908','9.947','9.958','9.974','9.986','9.992','9.998','9.992','9.982','9.972','9.842',
"22",'9.936','9.894','9.862','9.812','9.790','9.774','9.768','9.766','9.766','9.772','9.787','9.808','9.832','9.832','9.870','9.910','9.952','0.008','0.058','0.098','0.138','0.174','0.196','0.224','9.918',
"23",'0.257','0.283','0.310','0.342','0.363','0.389','0.401','0.423','0.431','0.429','0.426','0.426','0.418','0.428','0.422','0.426','0.431','0.436','0.437','0.438','0.446','0.446','0.439','0.442','0.404',
"24",'0.442','0.438','0.436','0.440','0.434','0.446','0.445','0.448','0.440','0.437','0.435','0.425','0.413','0.389','0.371','0.355','0.349','0.355','0.349','0.359','0.367','0.369','0.357','0.353','0.402',
"25",'0.350','0.340','0.334','0.328','0.316','0.318','0.314','0.306','0.298','0.288','0.278','0.262','0.240','0.234','0.214','0.200','0.188','0.184','0.178','0.188','0.188','0.188','0.184','0.174','0.254',
"26",'0.168','0.158','0.153','0.150','0.152','0.158','0.160','0.162','0.158','0.158','0.161','0.147','0.139','0.135','0.139','0.141','0.145','0.155','0.163','0.169','0.175','0.183','0.179','0.177','0.158',
"27",'0.181','0.181','0.163','0.155','0.155','0.167','0.177','0.171','0.178','0.163','0.156','0.143','0.126','0.120','0.112','0.094','0.089','0.087','0.092','0.087','0.082','0.068','0.060','0.042','0.127',
"28",'0.015','9.984','9.956','9.928','9.892','9.864','9.852','9.825','9.798','9.791','9.771','9.743','9.713','9.678','9.649','9.595','9.555','9.509','9.453','9.417','9.369','9.323','9.271','9.242','9.675',
"29",'9.221','9.209','9.199','9.191','9.184','9.176','9.172','9.155','9.143','9.155','9.152','9.152','9.129','9.108','9.090','9.095','9.076','9.064','9.072','9.064','9.066','9.068','9.081','9.085','9.129',
"30",'9.090','9.098','9.104','9.108','9.108','9.120','9.138','9.149','9.158','9.163','9.160','9.157','9.162','9.170','9.182','9.196','9.218','9.248','9.282','9.324','9.350','9.383','9.410','9.440','9.205',
"31",'9.451','9.475','9.487','9.499','9.491','9.514','9.509','9.482','9.444','9.407','9.358','9.321','9.309','9.293','9.255','9.227','9.201','9.180','9.187','9.189','9.189','9.169','9.168','9.161','9.332',
Mean,'0.020','0.035','0.061','0.084','0.108','0.126','0.144','0.168','0.188','0.228','0.230','0.237','0.238','0.248','0.245','0.257','0.261','0.282','0.317','0.334','0.359','0.362','0.373','0.381','0.220',
