'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   17','9.875','9.846','9.825','9.807','9.787','9.771','9.774','9.763','9.727','9.719','9.690','9.677','9.649','9.631','9.640','9.647','9.649','9.625','9.625','9.617','9.615','9.604','9.591','9.583','9.697'
'   18','9.580','9.578','9.573','9.582','9.584','9.603','9.594','9.596','9.607','9.624','9.642','9.741','9.769','9.779','9.785','9.795','9.815','9.839','9.857','9.867','9.865','9.878','9.879','9.885','9.722'
'   19','9.897','9.911','9.909','9.911','9.913','9.920','9.932','9.941','9.941','9.939','9.938','9.927','9.924','9.922','9.911','9.918','9.918','9.916','9.910','9.898','9.890','9.882','9.869','9.834','9.911'
'   20','9.809','9.777','9.739','9.703','9.707','9.707','9.717','9.728','9.723','9.717','9.715','9.707','9.701','9.684','9.672','9.665','9.690','9.712','9.713','9.745','9.767','9.790','9.813','9.837','9.731'
'   21','9.848','9.870','9.876','9.898','9.909','9.922','9.942','9.962','9.972','9.986','9.989','9.995','0.001','0.001','0.005','0.014','0.023','0.039','0.063','0.081','0.091','0.101','0.111','0.123','9.993'
'   22','0.127','0.117','0.125','0.135','0.141','0.155','0.169','0.185','0.187','0.193','0.196','0.204','0.198','0.196','0.192','0.200','0.206','0.226','0.238','0.252','0.258','0.272','0.282','0.280','0.197'
'   23','0.282','0.278','0.288','0.300','0.304','0.309','0.308','0.308','0.311','0.298','0.291','0.291','0.277','0.265','0.261','0.249','0.247','0.245','0.253','0.257','0.255','0.251','0.249','0.239','0.276'
'   24','0.231','0.227','0.223','0.227','0.221','0.217','0.217','0.219','0.211','0.207','0.194','0.191','0.168','0.151','0.137','0.127','0.123','0.123','0.129','0.137','0.135','0.131','0.121','0.117','0.174'
'   25','0.113','0.104','0.097','0.084','0.084','0.091','0.092','0.095','0.091','0.085','0.079','0.062','0.049','0.040','0.040','0.045','0.051','0.058','0.058','0.064','0.062','0.064','0.066','0.066','0.072'
'   26','0.068','0.070','0.060','0.046','0.046','0.038','0.044','0.045','0.039','0.018','0.003','9.984','9.952','9.922','9.913','9.892','9.878','9.864','9.861','9.850','9.832','9.827','9.815','9.791','9.952'
'   27','9.775','9.757','9.735','9.708','9.694','9.675','9.668','9.663','9.653','9.643','9.629','9.631','9.612','9.597','9.580','9.560','9.562','9.564','9.568','9.560','9.550','9.547','9.542','9.536','9.625'
'   28','9.547','9.562','9.576','9.600','9.616','9.632','9.644','9.662','9.676','9.682','9.686','9.698','9.708','9.714','9.720','9.738','9.742','9.758','9.758','9.760','9.760','9.758','9.760','9.755','9.688'
'   29','9.754','9.754','9.749','9.742','9.744','9.748','9.748','9.758','9.756','9.754','9.748','9.741','9.723','9.711','9.715','9.707','9.711','9.725','9.733','9.744','9.745','9.747','9.751','9.757','9.740'
'   30','9.766','9.765','9.772','9.786','9.799','9.823','9.845','9.876','9.898','9.922','9.934','9.950','9.954','9.963','9.988','9.996','0.020','0.038','0.064','0.076','0.090','0.098','0.106','0.114','9.943'
' Mean','9.962','9.957','9.948','9.945','9.942','9.945','9.950','9.957','9.958','9.960','9.958','9.962','9.960','9.955','9.953','9.951','9.953','9.958','9.964','9.971','9.970','9.971','9.969','9.965','9.958'
