'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   22','0.320','0.325','0.323','0.309','0.297','0.292','0.279','0.266','0.265','0.237','0.219','0.173','0.127','0.074','0.021','9.965','9.907','9.839','9.798','9.737','9.665','9.596','9.523','9.453','0.042'
'   23','9.377','9.320','9.262','9.210','9.191','9.188','9.206','9.208','9.206','9.226','9.226','9.226','9.219','9.220','9.222','9.234','9.236','9.236','9.228','9.218','9.219','9.214','9.212','9.211','9.230'
'   24','9.208','9.212','9.207','9.204','9.202','9.202','9.205','9.213','9.222','9.222','9.209','9.195','9.179','9.169','9.167','9.153','9.157','9.137','9.129','9.103','9.091','9.078','9.061','9.049','9.166'
'   25','9.043','9.027','9.020','9.017','9.017','9.013','9.017','9.025','9.041','9.041','9.059','9.058','9.059','9.061','9.079','9.089','9.110','9.127','9.156','9.177','9.187','9.212','9.231','9.259','9.089'
'   26','9.272','9.296','9.302','9.318','9.326','9.342','9.351','9.347','9.361','9.370','9.373','9.357','9.355','9.245','9.318','9.315','9.309','9.306','9.294','9.284','9.265','9.250','9.231','9.224','9.309'
'   27','9.213','9.203','9.205','9.197','9.207','9.219','9.251','9.265','9.277','9.305','9.325','9.338','9.347','9.353','9.375','9.403','9.415','9.439','9.473','9.500','9.521','9.533','9.549','9.563','9.353'
'   28','9.563','9.568','9.568','9.613','9.630','9.639','9.642','9.664','9.684','9.678','9.678','9.685','9.680','9.680','9.683','9.694','9.698','9.708','9.707','9.722','9.730','9.724','9.727','9.721','9.670'
'   29','9.713','9.692','9.676','9.670','9.650','9.630','9.616','9.600','9.602','9.600','9.579','9.560','9.545','9.530','9.529','9.519','9.525','9.541','9.549','9.559','9.568','9.587','9.590','9.593','9.593'
'   30','9.596','9.602','9.598','9.590','9.576','9.546','9.524','9.506','9.464','9.428','9.394','9.366','9.366','9.360','9.357','9.361','9.370','9.372','9.380','9.382','9.387','9.402','9.416','9.416','9.448'
' Mean','9.739','9.736','9.730','9.727','9.728','9.728','9.731','9.738','9.743','9.746','9.745','9.738','9.733','9.725','9.727','9.729','9.733','9.738','9.738','9.740','9.739','9.740','9.740','9.739','9.735'
