'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   20','0.348','0.356','0.356','0.364','0.360','0.363','0.364','0.378','0.380','0.373','0.372','0.359','0.347','0.343','0.337','0.343','0.329','0.323','0.321','0.315','0.309','0.301','0.287','0.278','0.342'
'   21','0.246','0.244','0.240','0.218','0.188','0.183','0.174','0.178','0.167','0.166','0.155','0.131','0.111','0.093','0.087','0.083','0.066','0.057','0.047','0.035','0.016','0.003','9.987','9.974','0.119'
'   22','9.957','9.943','9.921','9.901','9.879','9.879','9.869','9.849','9.857','9.859','9.858','9.846','9.826','9.810','9.794','9.792','9.782','9.774','9.764','9.752','9.745','9.742','9.736','9.728','9.828'
'   23','9.721','9.719','9.715','9.713','9.711','9.713','9.708','9.713','9.719','9.729','9.728','9.720','9.719','9.723','9.731','9.730','9.739','9.755','9.757','9.755','9.749','9.756','9.756','9.763','9.731'
'   24','9.751','9.738','9.729','9.708','9.687','9.671','9.640','9.620','9.600','9.584','9.552','9.505','9.484','9.449','9.416','9.393','9.368','9.375','9.364','9.343','9.370','9.377','9.365','9.359','9.519'
'   25','9.340','9.328','9.318','9.314','9.306','9.318','9.326','9.343','9.356','9.353','9.352','9.351','9.346','9.343','9.343','9.343','9.343','9.349','9.359','9.361','9.359','9.357','9.354','9.358','9.343'
'   26','9.359','9.365','9.371','9.371','9.370','9.376','9.386','9.396','9.405','9.412','9.422','9.429','9.430','9.439','9.442','9.453','9.464','9.482','9.491','9.499','9.502','9.512','9.518','9.526','9.434'
'   27','9.531','9.520','9.526','9.517','9.514','9.522','9.519','9.518','9.506','9.498','9.479','9.457','9.429','9.404','9.386','9.376','9.351','9.331','9.312','9.291','9.269','9.243','9.210','9.188','9.412'
'   28','9.131','9.128','9.107','9.074','9.063','9.053','9.053','9.052','9.048','9.064','9.084','9.075','9.067','9.063','9.055','9.051','9.049','9.046','9.047','9.052','9.048','9.059','9.063','9.072','9.067'
'   29','9.080','9.109','9.145','9.173','9.208','9.233','9.267','9.304','9.342','9.370','9.382','9.403','9.405','9.425','9.424','9.441','9.461','9.476','9.508','9.512','9.525','9.547','9.565','9.587','9.370'
'   30','9.593','9.623','9.641','9.646','9.655','9.680','9.704','9.717','9.742','9.759','9.765','9.766','9.750','9.734','9.728','9.727','9.726','9.725','9.714','9.712','9.706','9.715','9.688','9.713','9.705'
' Mean','9.753','9.753','9.748','9.743','9.740','9.744','9.748','9.756','9.760','9.764','9.764','9.757','9.749','9.746','9.742','9.746','9.747','9.754','9.755','9.755','9.755','9.757','9.752','9.754','9.752'
