'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   18','0.029','0.031','0.035','0.040','0.043','0.053','0.049','0.047','0.045','0.045','0.039','0.039','0.037','0.035','0.029','0.021','0.011','9.999','9.997','9.995','9.983','9.972','9.959','9.937','0.020'
'   19','9.918','9.901','9.877','9.857','9.839','9.831','9.822','9.815','9.801','9.790','9.785','9.775','9.758','9.741','9.723','9.707','9.695','9.675','9.667','9.645','9.639','9.633','9.621','9.611','9.755'
'   20','9.607','9.597','9.585','9.577','9.575','9.575','9.575','9.583','9.577','9.581','9.576','9.574','9.564','9.562','9.576','9.578','9.582','9.592','9.591','9.595','9.604','9.604','9.606','9.614','9.585'
'   21','9.612','9.616','9.618','9.624','9.626','9.638','9.646','9.656','9.658','9.654','9.648','9.646','9.646','9.650','9.642','9.642','9.640','9.649','9.668','9.676','9.686','9.680','9.679','9.689','9.650'
'   22','9.692','9.692','9.694','9.699','9.703','9.713','9.715','9.715','9.703','9.709','9.724','9.710','9.720','9.715','9.708','9.706','9.704','9.696','9.692','9.686','9.690','9.690','9.696','9.702','9.703'
'   23','9.709','9.721','9.725','9.735','9.753','9.771','9.776','9.785','9.791','9.797','9.791','9.799','9.809','9.815','9.829','9.845','9.859','9.867','9.875','9.890','9.889','9.897','9.895','9.899','9.813'
'   24','9.894','9.890','9.876','9.856','9.852','9.833','9.814','9.792','9.770','9.754','9.754','9.743','9.730','9.711','9.703','9.678','9.671','9.668','9.670','9.676','9.674','9.678','9.684','9.692','9.753'
'   25','9.708','9.718','9.728','9.740','9.747','9.766','9.772','9.780','9.777','9.784','9.786','9.798','9.796','9.800','9.800','9.806','9.812','9.819','9.822','9.830','9.838','9.848','9.850','9.860','9.791'
'   26','9.859','9.863','9.862','9.869','9.869','9.881','9.890','9.899','9.901','9.908','9.913','9.917','9.917','9.921','9.925','9.933','9.945','9.953','9.961','9.967','9.981','9.987','9.992','0.001','9.921'
'   27','0.012','0.012','0.018','0.017','0.019','0.024','0.028','0.030','0.028','0.030','0.034','0.032','0.026','0.026','0.022','0.026','0.026','0.028','0.034','0.040','0.033','0.028','0.023','0.035','0.026'
'   28','0.032','0.032','0.020','0.014','0.018','0.016','0.014','0.012','9.996','9.992','9.994','0.000','9.992','9.988','9.974','9.966','9.950','9.935','9.926','9.918','9.911','9.898','9.891','9.881','9.974'
'   29','9.853','9.835','9.820','9.799','9.774','9.754','9.742','9.732','9.724','9.710','9.696','9.684','9.669','9.656','9.634','9.605','9.578','9.582','9.562','9.565','9.562','9.546','9.529','9.505','9.671'
'   30','9.510','9.499','9.479','9.466','9.449','9.446','9.434','9.436','9.437','9.434','9.437','9.439','9.433','9.439','9.439','9.431','9.431','9.429','9.427','9.427','9.425','9.424','9.419','9.418','9.442'
' Mean','9.881','9.882','9.877','9.874','9.873','9.876','9.874','9.875','9.869','9.867','9.864','9.861','9.855','9.851','9.846','9.841','9.839','9.838','9.839','9.842','9.846','9.848','9.847','9.848','9.859'
