"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"11",'9.492','9.474','9.452','9.444','9.432','9.412','9.404','9.402','9.402','9.396','9.407','9.397','9.381','9.371','9.365','9.357','9.353','9.357','9.349','9.348','9.349','9.346','9.342','9.346','9.391',
"12",'9.342','9.336','9.318','9.302','9.293','9.284','9.270','9.266','9.258','9.238','9.228','9.214','9.194','9.172','9.182','9.186','9.206','9.224','9.212','9.212','9.198','9.194','9.190','9.198','9.238',
"13",'9.237','9.259','9.273','9.275','9.289','9.295','9.302','9.325','9.327','9.333','9.345','9.364','9.376','9.377','9.374','9.376','9.381','9.399','9.410','9.434','9.437','9.456','9.478','9.506','9.360',
"14",'9.517','9.535','9.549','9.568','9.591','9.617','9.641','9.673','9.691','9.719','9.731','9.757','9.761','9.773','9.773','9.783','9.781','9.795','9.787','9.782','9.773','9.771','9.762','9.757','9.704',
"15",'9.753','9.737','9.725','9.693','9.667','9.647','9.623','9.603','9.578','9.543','9.504','9.453','9.372','9.272','9.148','9.077','8.994','8.874','8.792','8.726','8.684','8.616','8.524','8.458','9.253',
"16",'8.414','8.397','8.408','8.434','8.496','8.496','8.519','8.506','8.510','8.532','8.561','8.601','8.629','8.667','8.694','8.729','8.745','8.773','8.783','8.793','8.799','8.805','8.787','8.777','8.619',
"17",'8.771','8.753','8.741','8.753','8.756','8.761','8.777','8.793','8.809','8.827','8.825','8.843','8.853','8.855','8.858','8.868','8.874','8.887','8.905','8.917','8.921','8.925','8.931','8.935','8.839',
"18",'8.931','8.927','8.921','8.926','8.935','8.937','8.951','8.969','8.981','8.985','8.988','8.988','8.983','8.973','8.956','8.941','8.936','8.927','8.922','8.918','8.911','8.898','8.884','8.868','8.940',
"19",'8.851','8.836','8.815','8.782','8.750','8.730','8.696','8.664','8.646','8.620','8.606','8.587','8.567','8.557','8.541','8.527','8.535','8.547','8.539','8.543','8.553','8.565','8.591','8.609','8.636',
"20",'8.610','8.616','8.636','8.646','8.664','8.702','8.742','8.774','8.806','8.834','8.848','8.871','8.899','8.925','8.961','8.996','9.025','9.061','9.103','9.139','9.159','9.183','9.205','9.231','8.902',
"21",'9.261','9.271','9.293','9.307','9.319','9.337','9.353','9.373','9.385','9.409','9.421','9.423','9.425','9.435','9.443','9.445','9.439','9.439','9.435','9.422','9.405','9.378','9.353','9.317','9.379',
"22",'9.296','9.266','9.246','9.222','9.206','9.193','9.180','9.184','9.204','9.214','9.221','9.221','9.227','9.247','9.263','9.279','9.289','9.313','9.325','9.331','9.341','9.329','9.333','9.333','9.261',
"23",'9.339','9.333','9.323','9.313','9.305','9.257','9.253','9.227','9.200','9.183','9.163','9.169','9.149','9.141','9.113','9.090','9.081','9.085','9.092','9.113','9.133','9.155','9.187','9.219','9.193',
"24",'9.246','9.286','9.308','9.330','9.352','9.388','9.408','9.442','9.462','9.474','9.480','9.486','9.490','9.502','9.512','9.524','9.540','9.552','9.562','9.575','9.582','9.606','9.622','9.646','9.474',
"25",'9.667','9.679','9.684','9.693','9.701','9.723','9.743','9.765','9.788','9.806','9.820','9.846','9.854','9.864','9.864','9.855','9.880','9.914','9.928','9.936','9.948','9.962','9.972','9.978','9.828',
"26",'9.978','9.980','9.976','9.970','9.976','9.976','9.970','9.976','9.970','9.966','9.956','9.950','9.938','9.911','9.902','9.896','9.893','9.896','9.896','9.896','9.886','9.888','9.878','9.884','9.934',
"27",'9.880','9.860','9.846','9.838','9.828','9.830','9.834','9.844','9.852','9.864','9.897','9.914','9.928','9.926','9.946','9.962','9.970','0.010','0.030','0.054','0.058','0.084','0.088','0.098','9.935',
"28",'0.102','0.128','0.140','0.150','0.170','0.180','0.200','0.220','0.253','0.264','0.271','0.285','0.288','0.296','0.280','0.284','0.299','0.319','0.350','0.355','0.351','0.364','0.380','0.384','0.263',
Mean,'9.863','9.837','9.821','9.799','9.779','9.763','9.763','9.769','9.769','9.769','9.776','9.776','9.760','9.756','9.754','9.767','9.779','9.786','9.794','9.814','9.826','9.836','9.860','9.880','9.796',
