'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   15','9.700','9.697','9.695','9.701','9.700','9.710','9.715','9.724','9.729','9.731','9.738','9.752','9.765','9.790','9.792','9.806','9.814','9.828','9.842','9.854','9.864','9.872','9.874','9.889','9.774'
'   16','9.894','9.895','9.895','9.896','9.910','9.915','9.926','9.932','9.944','9.952','9.959','9.961','9.961','9.963','9.971','9.981','9.989','9.989','9.996','0.011','0.016','0.034','0.037','0.023','9.960'
'   17','0.033','0.043','0.038','0.035','0.047','0.061','0.073','0.079','0.079','0.090','0.094','0.100','0.108','0.102','0.103','0.098','0.102','0.106','0.105','0.110','0.120','0.136','0.141','0.152','0.090'
'   18','0.154','0.145','0.146','0.148','0.150','0.144','0.140','0.129','0.122','0.101','0.077','0.055','0.047','0.032','0.015','9.998','9.985','9.973','9.968','9.963','9.956','9.946','9.952','9.939','0.054'
'   19','9.920','9.906','9.884','9.872','9.860','9.858','9.855','9.844','9.834','9.830','9.823','9.809','9.789','9.767','9.745','9.735','9.725','9.723','9.721','9.725','9.725','9.725','9.728','9.727','9.797'
'   20','9.717','9.705','9.711','9.705','9.707','9.711','9.711','9.715','9.709','9.719','9.721','9.714','9.707','9.721','9.727','9.737','9.738','9.739','9.749','9.763','9.789','9.803','9.808','9.801','9.734'
'   21','9.793','9.797','9.799','9.807','9.805','9.821','9.827','9.833','9.823','9.821','9.828','9.834','9.858','9.882','9.885','9.894','9.886','9.896','9.908','9.919','9.931','9.944','9.950','9.950','9.862'
'   22','9.965','9.967','9.963','9.963','9.957','9.955','9.953','9.947','9.946','9.945','9.933','9.929','9.916','9.909','9.893','9.895','9.891','9.895','9.900','9.905','9.921','9.941','9.946','9.959','9.933'
'   23','9.972','9.978','9.972','9.980','9.995','0.010','0.026','0.038','0.043','0.058','0.070','0.093','0.097','0.105','0.110','0.121','0.107','0.129','0.132','0.136','0.161','0.164','0.169','0.185','0.077'
'   24','0.177','0.180','0.172','0.177','0.183','0.187','0.181','0.194','0.201','0.195','0.174','0.190','0.186','0.197','0.190','0.178','0.184','0.178','0.186','0.189','0.198','0.207','0.207','0.201','0.188'
'   25','0.199','0.197','0.190','0.199','0.198','0.191','0.189','0.197','0.185','0.163','0.154','0.150','0.154','0.160','0.152','0.152','0.144','0.139','0.139','0.147','0.140','0.140','0.142','0.162','0.166'
'   26','0.158','0.148','0.156','0.162','0.174','0.190','0.194','0.194','0.184','0.178','0.165','0.167','0.172','0.148','0.132','0.134','0.127','0.127','0.135','0.144','0.155','0.159','0.189','0.207','0.162'
'   27','0.213','0.216','0.222','0.225','0.236','0.242','0.248','0.252','0.243','0.229','0.222','0.226','0.222','0.216','0.216','0.213','0.213','0.216','0.219','0.228','0.236','0.258','0.258','0.258','0.230'
'   28','0.264','0.264','0.260','0.267','0.264','0.265','0.254','0.259','0.248','0.234','0.218','0.208','0.200','0.186','0.178','0.175','0.178','0.188','0.189','0.196','0.212','0.220','0.224','0.222','0.224'
'   29','0.216','0.204','0.187','0.176','0.172','0.170','0.157','0.141','0.128','0.116','0.106','0.088','0.071','0.050','0.038','0.018','9.995','9.992','9.992','0.000','9.998','0.004','9.997','9.998','0.084'
'   30','9.993','9.982','9.968','9.968','9.977','9.979','9.979','9.966','9.948','9.932','9.933','9.924','9.919','9.908','9.910','9.905','9.890','9.893','9.896','9.895','9.896','9.912','9.924','9.935','9.935'
' Mean','9.937','9.933','9.930','9.931','9.932','9.937','9.938','9.940','9.937','9.933','9.927','9.924','9.918','9.913','9.906','9.906','9.902','9.904','9.908','9.914','9.921','9.928','9.931','9.933','9.924'
