'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   12','9.229','9.243','9.251','9.261','9.271','9.285','9.303','9.329','9.353','9.375','9.395','9.413','9.427','9.447','9.469','9.483','9.511','9.535','9.557','9.575','9.585','9.605','9.603','9.605','9.421'
'   13','9.601','9.591','9.569','9.543','9.553','9.549','9.535','9.537','9.533','9.525','9.501','9.487','9.465','9.445','9.453','9.453','9.439','9.437','9.429','9.431','9.433','9.425','9.419','9.408','9.490'
'   14','9.395','9.386','9.381','9.367','9.369','9.369','9.369','9.381','9.399','9.423','9.442','9.460','9.486','9.508','9.526','9.545','9.554','9.564','9.586','9.601','9.612','9.624','9.626','9.636','9.484'
'   15','9.630','9.636','9.636','9.636','9.636','9.642','9.644','9.649','9.652','9.662','9.660','9.658','9.654','9.658','9.672','9.674','9.678','9.689','9.688','9.702','9.704','9.706','9.704','9.705','9.666'
'   16','9.698','9.699','9.690','9.688','9.688','9.688','9.694','9.696','9.692','9.692','9.695','9.691','9.693','9.701','9.689','9.701','9.689','9.687','9.689','9.687','9.689','9.683','9.675','9.669','9.690'
'   17','9.665','9.659','9.651','9.653','9.639','9.625','9.611','9.617','9.615','9.619','9.630','9.628','9.640','9.656','9.674','9.704','9.712','9.738','9.744','9.772','9.794','9.806','9.818','9.836','9.688'
'   18','9.859','9.858','9.870','9.880','9.888','9.906','9.924','9.942','9.963','9.976','9.974','9.968','9.958','9.956','9.966','9.980','9.996','0.010','0.014','0.032','0.030','0.024','0.024','0.017','9.959'
'   19','0.013','0.005','9.993','9.987','9.981','9.975','9.967','9.959','9.949','9.951','9.952','9.950','9.942','9.922','9.922','9.922','9.906','9.902','9.892','9.896','9.892','9.890','9.898','9.910','9.941'
'   20','9.914','9.924','9.910','9.910','9.938','9.954','9.962','9.972','9.978','9.992','9.995','9.999','9.991','9.987','9.999','0.006','0.008','0.009','0.013','0.011','9.996','9.997','9.989','9.978','9.976'
'   21','9.970','9.954','9.948','9.926','9.908','9.900','9.896','9.876','9.860','9.852','9.833','9.801','9.771','9.751','9.737','9.731','9.735','9.713','9.707','9.695','9.691','9.695','9.693','9.697','9.806'
'   22','9.690','9.694','9.696','9.700','9.700','9.692','9.676','9.680','9.684','9.678','9.672','9.670','9.668','9.672','9.672','9.684','9.700','9.724','9.736','9.742','9.738','9.748','9.750','9.759','9.701'
'   23','9.758','9.774','9.782','9.788','9.806','9.829','9.844','9.888','9.918','9.948','9.963','9.969','9.971','9.973','9.971','9.989','0.007','0.017','0.021','0.021','0.028','0.037','0.043','0.037','9.933'
'   24','0.036','0.039','0.043','0.047','0.049','0.045','0.048','0.055','0.065','0.071','0.080','0.073','0.058','0.059','0.057','0.063','0.068','0.077','0.081','0.093','0.099','0.113','0.109','0.109','0.068'
'   25','0.108','0.120','0.130','0.136','0.142','0.154','0.155','0.162','0.156','0.172','0.188','0.184','0.172','0.170','0.162','0.178','0.182','0.196','0.202','0.200','0.200','0.204','0.207','0.214','0.171'
'   26','0.212','0.215','0.214','0.220','0.210','0.208','0.204','0.212','0.218','0.226','0.225','0.215','0.202','0.197','0.207','0.209','0.209','0.211','0.209','0.211','0.210','0.214','0.213','0.211','0.212'
'   27','0.206','0.202','0.203','0.196','0.196','0.198','0.200','0.214','0.220','0.236','0.241','0.233','0.233','0.231','0.231','0.229','0.229','0.243','0.247','0.247','0.245','0.249','0.263','0.263','0.227'
'   28','0.249','0.243','0.248','0.245','0.241','0.239','0.235','0.239','0.239','0.237','0.224','0.208','0.198','0.182','0.158','0.152','0.140','0.136','0.134','0.134','0.120','0.120','0.128','0.124','0.191'
'   29','0.107','0.085','0.077','0.071','0.069','0.077','0.103','0.123','0.143','0.163','0.175','0.181','0.175','0.157','0.165','0.187','0.203','0.230','0.239','0.247','0.262','0.273','0.277','0.279','0.169'
'   30','0.269','0.265','0.253','0.241','0.237','0.237','0.221','0.219','0.203','0.199','0.166','0.148','0.114','0.102','0.074','0.070','0.065','0.058','0.048','0.043','0.030','0.026','0.016','0.004','0.138'
'   31','9.995','9.985','9.943','9.959','9.946','9.955','9.955','9.959','9.953','9.971','9.955','9.961','9.951','9.949','9.941','9.941','9.917','9.915','9.943','9.943','9.929','9.941','9.945','9.904','9.948'
' Mean','9.653','9.648','9.641','9.636','9.631','9.631','9.630','9.635','9.638','9.646','9.648','9.646','9.643','9.642','9.644','9.652','9.656','9.662','9.666','9.671','9.669','9.672','9.670','9.667','9.650'
