'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   20','9.617','9.619','9.615','9.613','9.607','9.607','9.609','9.606','9.590','9.581','9.564','9.563','9.556','9.548','9.525','9.522','9.512','9.496','9.496','9.488','9.496','9.486','9.460','9.459','9.551'
'   21','9.458','9.446','9.440','9.448','9.444','9.448','9.450','9.460','9.471','9.484','9.507','9.515','9.527','9.543','9.561','9.569','9.580','9.593','9.587','9.584','9.569','9.556','9.522','9.495','9.511'
'   22','9.446','9.378','9.303','9.270','9.219','9.187','9.197','9.286','9.311','9.320','9.331','9.331','9.351','9.365','9.390','9.385','9.385','9.412','9.431','9.465','9.491','9.523','9.545','9.575','9.371'
'   23','9.582','9.588','9.599','9.641','9.667','9.703','9.733','9.765','9.777','9.795','9.816','9.818','9.840','9.842','9.848','9.856','9.858','9.858','9.856','9.850','9.850','9.842','9.828','9.798','9.775'
'   24','9.777','9.748','9.716','9.684','9.664','9.624','9.596','9.606','9.586','9.596','9.595','9.593','9.571','9.561','9.537','9.532','9.509','9.495','9.459','9.445','9.487','9.531','9.571','9.603','9.587'
'   25','9.641','9.663','9.693','9.699','9.688','9.675','9.667','9.626','9.590','9.545','9.518','9.506','9.498','9.499','9.518','9.528','9.529','9.525','9.522','9.518','9.518','9.536','9.536','9.586','9.576'
'   26','9.590','9.588','9.594','9.596','9.606','9.606','9.626','9.640','9.666','9.676','9.677','9.669','9.683','9.691','9.682','9.686','9.693','9.691','9.686','9.676','9.684','9.682','9.675','9.690','9.656'
'   27','9.707','9.705','9.708','9.723','9.735','9.738','9.751','9.769','9.781','9.788','9.793','9.788','9.779','9.779','9.789','9.787','9.791','9.798','9.795','9.794','9.793','9.791','9.783','9.785','9.769'
'   28','9.785','9.780','9.771','9.761','9.759','9.753','9.759','9.766','9.781','9.780','9.775','9.769','9.761','9.743','9.744','9.737','9.731','9.731','9.729','9.728','9.709','9.711','9.695','9.695','9.748'
'   29','9.675','9.655','9.643','9.635','9.629','9.627','9.619','9.617','9.613','9.605','9.598','9.570','9.548','9.538','9.522','9.512','9.498','9.487','9.480','9.464','9.429','9.408','9.386','9.352','9.546'
'   30','9.325','9.283','9.250','9.219','9.181','9.159','9.145','9.123','9.110','9.091','9.083','9.063','9.057','9.041','9.027','9.015','9.011','9.007','9.003','9.005','9.007','9.011','9.019','9.029','9.094'
'   31','9.040','9.062','9.074','9.086','9.112','9.134','9.164','9.216','9.255','9.303','9.334','9.375','9.397','9.415','9.449','9.463','9.481','9.517','9.531','9.563','9.579','9.585','9.603','9.622','9.348'
' Mean','9.793','9.784','9.778','9.775','9.771','9.771','9.776','9.784','9.788','9.789','9.786','9.784','9.779','9.775','9.771','9.770','9.771','9.777','9.778','9.780','9.781','9.782','9.780','9.780','9.779'
