'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   18','0.029','0.029','0.017','0.017','0.010','0.012','0.010','0.015','0.017','0.019','0.025','0.019','0.017','0.014','0.006','0.006','9.993','9.989','9.983','9.975','9.972','9.965','9.949','9.942','0.001'
'   19','9.923','9.913','9.903','9.905','9.903','9.901','9.906','9.908','9.909','9.925','9.919','9.921','9.925','9.924','9.935','9.947','9.955','9.969','9.988','9.995','0.016','0.039','0.050','0.069','9.948'
'   20','0.079','0.089','0.098','0.105','0.113','0.125','0.133','0.135','0.138','0.142','0.144','0.146','0.146','0.149','0.145','0.138','0.134','0.132','0.134','0.138','0.147','0.154','0.152','0.149','0.132'
'   21','0.144','0.136','0.120','0.114','0.126','0.132','0.134','0.132','0.131','0.132','0.130','0.116','0.116','0.105','0.102','0.096','0.094','0.099','0.097','0.106','0.116','0.132','0.138','0.133','0.120'
'   22','0.129','0.130','0.118','0.124','0.114','0.134','0.156','0.132','0.123','0.120','0.097','0.087','0.077','0.066','0.058','0.045','0.035','0.036','0.031','0.028','0.029','0.015','0.003','0.001','0.079'
'   23','9.996','9.985','9.967','9.958','9.957','9.950','9.949','9.941','9.934','9.925','9.923','9.925','9.917','9.917','9.910','9.901','9.895','9.893','9.891','9.901','9.909','9.913','9.931','9.937','9.930'
'   24','9.927','9.929','9.933','9.943','9.957','9.973','9.991','0.002','0.002','0.004','0.009','0.015','0.019','0.031','0.026','0.031','0.038','0.042','0.038','0.040','0.042','0.038','0.014','0.006','0.002'
'   25','0.000','9.969','9.950','9.934','9.922','9.913','9.910','9.894','9.892','9.888','9.900','9.898','9.888','9.884','9.872','9.860','9.849','9.826','9.789','9.769','9.759','9.744','9.744','9.754','9.867'
'   26','9.750','9.798','9.827','9.878','9.896','9.914','9.942','9.965','9.980','9.997','0.003','0.033','0.041','0.067','0.077','0.075','0.079','0.093','0.095','0.109','0.113','0.107','0.103','0.104','0.002'
'   27','0.111','0.101','0.111','0.129','0.145','0.165','0.173','0.195','0.201','0.211','0.217','0.219','0.231','0.251','0.247','0.243','0.241','0.239','0.247','0.249','0.255','0.251','0.243','0.245','0.205'
'   28','0.242','0.239','0.235','0.227','0.231','0.239','0.230','0.235','0.222','0.217','0.222','0.221','0.211','0.212','0.199','0.197','0.180','0.177','0.151','0.129','0.107','0.097','0.083','0.081','0.191'
'   29','0.087','0.083','0.080','0.073','0.069','0.075','0.081','0.080','0.089','0.085','0.087','0.099','0.096','0.111','0.111','0.111','0.115','0.115','0.121','0.135','0.149','0.161','0.172','0.183','0.107'
'   30','0.197','0.197','0.205','0.222','0.239','0.256','0.263','0.274','0.275','0.299','0.306','0.324','0.326','0.336','0.336','0.346','0.352','0.358','0.372','0.386','0.402','0.411','0.416','0.422','0.313'
'   31','0.437','0.437','0.427','0.430','0.424','0.437','0.447','0.445','0.447','0.443','0.432','0.429','0.421','0.416','0.413','0.411','0.402','0.399','0.399','0.397','0.391','0.383','0.381','0.377','0.418'
' Mean','9.998','9.996','9.994','9.996','9.998','0.005','0.010','0.014','0.014','0.015','0.015','0.017','0.015','0.018','0.014','0.014','0.012','0.013','0.013','0.017','0.025','0.027','0.027','0.028','0.012'
