"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"11",'0.004','0.007','0.004','0.011','0.014','0.016','0.025','0.024','0.036','0.040','0.039','0.038','0.036','0.038','0.026','0.014','0.016','0.030','0.034','0.046','0.057','0.062','0.068','0.070','0.031',
"12",'0.070','0.070','0.060','0.059','0.058','0.057','0.053','0.056','0.058','0.050','0.030','0.017','0.014','9.994','9.980','9.969','9.951','9.950','9.951','9.953','9.947','9.953','9.936','9.918','0.006',
"13",'9.909','9.893','9.887','9.864','9.851','9.835','9.828','9.826','9.813','9.797','9.785','9.770','9.751','9.735','9.722','9.705','9.684','9.673','9.663','9.656','9.645','9.639','9.630','9.620','9.758',
"14",'9.597','9.575','9.561','9.514','9.531','9.519','9.507','9.504','9.492','9.481','9.480','9.469','9.459','9.459','9.455','9.455','9.461','9.459','9.457','9.459','9.464','9.471','9.476','9.473','9.491',
"15",'9.461','9.450','9.444','9.437','9.438','9.429','9.419','9.405','9.385','9.373','9.356','9.340','9.315','9.304','9.293','9.284','9.278','9.281','9.282','9.276','9.266','9.246','9.246','9.238','9.344',
"16",'9.227','9.216','9.210','9.204','9.199','9.200','9.191','9.203','9.195','9.197','9.202','9.210','9.206','9.228','9.226','9.236','9.238','9.236','9.248','9.260','9.270','9.278','9.286','9.274','9.227',
"17",'9.281','9.267','9.255','9.259','9.261','9.267','9.287','9.308','9.327','9.347','9.372','9.408','9.438','9.458','9.488','9.506','9.524','9.539','9.558','9.582','9.597','9.612','9.627','9.636','9.425',
"18",'9.634','9.644','9.639','9.640','9.642','9.640','9.634','9.630','9.614','9.596','9.569','9.549','9.528','9.503','9.483','9.469','9.476','9.497','9.515','9.549','9.574','9.607','9.620','9.645','9.579',
"19",'9.667','9.681','9.696','9.713','9.731','9.741','9.746','9.747','9.761','9.761','9.758','9.758','9.743','9.726','9.706','9.694','9.678','9.658','9.641','9.614','9.592','9.572','9.545','9.526','9.686',
"20",'9.508','9.498','9.496','9.497','9.503','9.517','9.537','9.562','9.582','9.618','9.643','9.687','9.718','9.737','9.767','9.799','9.824','9.841','9.861','9.881','9.905','9.913','9.943','9.951','9.700',
"21",'9.966','9.974','9.969','9.974','9.992','0.000','0.012','0.026','0.026','0.028','0.025','0.030','0.031','0.031','0.031','0.028','0.025','0.027','0.033','0.037','0.055','0.057','0.060','0.071','0.021',
"22",'0.067','0.060','0.060','0.066','0.068','0.068','0.063','0.066','0.058','0.052','0.052','0.046','0.040','0.030','0.018','0.004','9.992','9.999','9.996','9.990','9.982','9.983','9.976','9.970','0.029',
"23",'9.960','9.948','9.938','9.924','9.914','9.910','9.900','9.890','9.880','9.872','9.859','9.843','9.825','9.809','9.797','9.785','9.780','9.781','9.779','9.775','9.773','9.777','9.775','9.771','9.844',
"24",'9.759','9.755','9.749','9.749','9.747','9.759','9.769','9.783','9.788','9.795','9.803','9.809','9.811','9.824','9.833','9.849','9.863','9.883','9.901','9.927','9.947','9.962','9.971','9.991','9.834',
"25",'9.999','0.013','0.027','0.039','0.051','0.059','0.071','0.079','0.077','0.083','0.092','0.092','0.096','0.098','0.102','0.102','0.102','0.112','0.120','0.130','0.140','0.146','0.150','0.158','0.089',
"26",'0.160','0.166','0.168','0.172','0.180','0.184','0.188','0.194','0.188','0.188','0.187','0.185','0.183','0.185','0.185','0.188','0.187','0.198','0.213','0.235','0.249','0.267','0.279','0.289','0.201',
"27",'0.302','0.310','0.318','0.334','0.345','0.362','0.373','0.382','0.380','0.380','0.361','0.365','0.357','0.371','0.379','0.387','0.387','0.403','0.420','0.437','0.451','0.463','0.483','0.486','0.385',
"28",'0.495','0.494','0.496','0.504','0.520','0.520','0.524','0.522','0.502','0.494','0.485','0.484','0.477','0.472','0.460','0.459','0.455','0.452','0.459','0.467','0.473','0.477','0.471','0.467','0.485',
"29",'0.465','0.459','0.453','0.452','0.455','0.451','0.448','0.438','0.422','0.409','0.399','0.389','0.379','0.368','0.365','0.353','0.343','0.342','0.337','0.335','0.337','0.336','0.316','0.310','0.390',
"30",'0.302','0.292','0.275','0.276','0.271','0.262','0.249','0.248','0.242','0.238','0.241','0.235','0.238','0.238','0.232','0.227','0.221','0.216','0.216','0.220','0.227','0.229','0.226','0.226','0.244',
"31",'0.227','0.226','0.224','0.229','0.231','0.241','0.248','0.259','0.259','0.261','0.261','0.253','0.244','0.235','0.232','0.232','0.225','0.225','0.226','0.226','0.227','0.237','0.241','0.239','0.238',
Mean,'0.098','0.078','0.052','0.038','0.014','9.990','9.960','9.938','9.913','9.884','9.864','9.858','9.848','9.841','9.839','9.830','9.828','9.838','9.836','9.854','9.872','9.886','9.902','9.914','9.916',
