'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   13','9.962','9.961','9.947','9.938','9.936','9.930','9.923','9.919','9.914','9.906','9.894','9.886','9.864','9.847','9.818','9.796','9.772','9.778','9.774','9.763','9.762','9.763','9.742','9.740','9.856'
'   14','9.720','9.717','9.697','9.673','9.647','9.618','9.571','9.554','9.552','9.607','9.635','9.650','9.669','9.708','9.717','9.729','9.717','9.727','9.745','9.759','9.765','9.765','9.762','9.767','9.686'
'   15','9.758','9.747','9.741','9.735','9.730','9.743','9.749','9.761','9.781','9.806','9.823','9.855','9.866','9.886','9.902','9.910','9.928','9.938','9.943','9.962','9.970','9.983','9.987','9.987','9.854'
'   16','9.986','9.978','9.972','9.972','9.951','9.931','9.926','9.898','9.845','9.797','9.760','9.712','9.672','9.636','9.609','9.591','9.561','9.556','9.571','9.582','9.592','9.603','9.595','9.623','9.747'
'   17','9.623','9.630','9.617','9.613','9.607','9.612','9.603','9.601','9.597','9.601','9.607','9.599','9.599','9.599','9.584','9.585','9.595','9.576','9.577','9.588','9.581','9.568','9.568','9.548','9.595'
'   18','9.536','9.528','9.532','9.520','9.523','9.528','9.536','9.553','9.556','9.578','9.590','9.601','9.619','9.624','9.630','9.647','9.667','9.706','9.707','9.746','9.771','9.783','9.796','9.817','9.629'
'   19','9.823','9.849','9.876','9.918','9.946','9.979','0.009','0.042','0.058','0.080','0.083','0.103','0.114','0.130','0.145','0.157','0.162','0.176','0.182','0.194','0.206','0.220','0.222','0.222','0.079'
'   20','0.218','0.219','0.217','0.216','0.212','0.217','0.207','0.203','0.196','0.188','0.174','0.166','0.151','0.146','0.131','0.117','0.112','0.108','0.094','0.087','0.082','0.084','0.070','0.062','0.153'
'   21','0.044','0.038','0.041','0.034','0.034','0.034','0.033','0.025','0.024','0.021','0.017','0.019','0.010','9.997','9.984','9.983','9.975','9.977','9.969','9.980','9.990','0.019','0.027','0.038','0.013'
'   22','0.033','0.033','0.030','0.029','0.024','0.023','0.024','0.029','0.026','0.024','0.016','0.001','9.984','9.967','9.954','9.938','9.939','9.936','9.918','9.920','9.910','9.896','9.883','9.870','9.975'
'   23','9.853','9.840','9.816','9.796','9.779','9.780','9.764','9.757','9.738','9.722','9.717','9.711','9.699','9.699','9.687','9.679','9.690','9.699','9.699','9.701','9.705','9.704','9.694','9.688','9.734'
'   24','9.679','9.679','9.666','9.655','9.642','9.638','9.627','9.621','9.620','9.622','9.655','9.667','9.659','9.668','9.671','9.681','9.693','9.719','9.736','9.751','9.764','9.776','9.783','9.803','9.686'
'   25','9.819','9.820','9.830','9.832','9.843','9.842','9.832','9.826','9.820','9.813','9.804','9.805','9.794','9.789','9.774','9.774','9.770','9.766','9.757','9.750','9.764','9.780','9.794','9.789','9.799'
'   26','9.789','9.793','9.791','9.784','9.798','9.811','9.820','9.808','9.797','9.785','9.784','9.779','9.778','9.757','9.738','9.778','9.797','9.809','9.833','9.863','9.866','9.886','9.905','9.919','9.811'
'   27','9.949','9.968','9.980','0.006','0.024','0.036','0.047','0.046','0.054','0.056','0.053','0.048','0.039','0.032','0.022','0.020','0.022','0.026','0.033','0.054','0.071','0.089','0.095','0.103','0.036'
'   28','0.104','0.108','0.099','0.103','0.107','0.104','0.100','0.099','0.089','0.088','0.083','0.081','0.070','0.072','0.059','0.045','0.046','0.048','0.064','0.068','0.079','0.091','0.107','0.121','0.085'
'   29','0.120','0.128','0.126','0.129','0.138','0.150','0.150','0.155','0.151','0.142','0.135','0.128','0.130','0.125','0.117','0.117','0.116','0.124','0.131','0.139','0.143','0.147','0.156','0.160','0.136'
'   30','0.167','0.170','0.162','0.162','0.168','0.168','0.159','0.151','0.136','0.117','0.102','0.088','0.075','0.062','0.047','0.043','0.042','0.043','0.058','0.078','0.081','0.069','0.042','0.049','0.102'
'   31','0.035','0.034','0.037','0.024','0.016','9.998','9.983','9.971','9.943','9.925','9.907','9.893','9.891','9.879','9.840','9.832','9.820','9.822','9.814','9.806','9.810','9.804','9.793','9.788','9.903'
' Mean','9.864','9.863','9.857','9.854','9.852','9.856','9.854','9.854','9.851','9.851','9.850','9.849','9.845','9.843','9.835','9.834','9.834','9.842','9.847','9.858','9.865','9.870','9.868','9.870','9.853'
