'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   22','9.394','9.373','9.355','9.348','9.341','9.378','9.403','9.433','9.437','9.426','9.405','9.415','9.447','9.493','9.535','9.579','9.628','9.687','9.729','9.759','9.767','9.785','9.779','9.773','9.528'
'   23','9.759','9.735','9.705','9.663','9.625','9.604','9.559','9.587','9.577','9.565','9.530','9.505','9.510','9.550','9.590','9.616','9.644','9.674','9.692','9.705','9.722','9.756','9.798','9.814','9.645'
'   24','9.828','9.844','9.868','9.872','9.882','9.888','9.894','9.882','9.862','9.834','9.813','9.781','9.748','9.703','9.656','9.606','9.542','9.526','9.530','9.542','9.550','9.564','9.576','9.580','9.724'
'   25','9.586','9.590','9.572','9.566','9.558','9.555','9.547','9.547','9.540','9.522','9.475','9.435','9.405','9.348','9.286','9.211','9.200','9.213','9.207','9.209','9.226','9.221','9.219','9.204','9.393'
'   26','9.189','9.176','9.144','9.126','9.102','9.090','9.058','9.048','9.034','9.019','8.988','8.981','8.971','8.961','8.967','8.988','9.021','9.043','9.065','9.087','9.107','9.125','9.137','9.154','9.066'
'   27','9.164','9.176','9.186','9.188','9.202','9.214','9.231','9.254','9.270','9.291','9.306','9.325','9.337','9.345','9.368','9.387','9.397','9.419','9.443','9.473','9.493','9.504','9.517','9.529','9.334'
'   28','9.540','9.549','9.555','9.570','9.580','9.599','9.613','9.625','9.633','9.639','9.643','9.650','9.649','9.642','9.640','9.635','9.631','9.622','9.641','9.640','9.649','9.657','9.656','9.656','9.621'
'   29','9.653','9.657','9.656','9.663','9.667','9.681','9.691','9.707','9.715','9.721','9.721','9.725','9.727','9.731','9.733','9.727','9.741','9.763','9.779','9.787','9.797','9.794','9.791','9.793','9.726'
'   30','9.786','9.778','9.775','9.767','9.759','9.757','9.743','9.733','9.711','9.700','9.672','9.658','9.630','9.618','9.595','9.602','9.597','9.598','9.600','9.606','9.598','9.598','9.600','9.600','9.670'
' Mean','9.721','9.717','9.708','9.703','9.698','9.700','9.703','9.710','9.709','9.708','9.699','9.697','9.696','9.693','9.690','9.689','9.693','9.702','9.711','9.720','9.723','9.725','9.726','9.725','9.707'
