'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   14','8.581','8.577','8.583','8.583','8.587','8.603','8.619','8.644','8.683','8.722','8.764','8.811','8.843','8.880','8.888','8.923','8.949','8.981','9.004','9.029','9.044','9.057','9.063','9.083','8.813'
'   15','9.094','9.106','9.113','9.112','9.120','9.129','9.133','9.144','9.152','9.157','9.153','9.170','9.161','9.173','9.169','9.173','9.176','9.188','9.198','9.192','9.179','9.168','9.179','9.178','9.155'
'   16','9.181','9.179','9.170','9.159','9.162','9.166','9.143','9.139','9.120','9.122','9.114','9.113','9.099','9.088','9.074','9.060','9.042','9.046','9.031','9.028','9.019','9.017','9.009','9.009','9.095'
'   17','9.000','9.000','8.991','8.992','8.994','9.003','9.003','9.019','9.033','9.050','9.067','9.091','9.106','9.130','9.154','9.190','9.219','9.262','9.291','9.329','9.351','9.396','9.416','9.435','9.147'
'   18','9.461','9.477','9.484','9.503','9.507','9.522','9.540','9.570','9.595','9.620','9.637','9.676','9.688','9.703','9.724','9.746','9.768','9.817','9.841','9.845','9.861','9.890','9.895','9.912','9.678'
'   19','9.911','9.926','9.917','9.910','9.908','9.894','9.863','9.829','9.798','9.755','9.699','9.672','9.619','9.572','9.524','9.484','9.431','9.385','9.350','9.329','9.306','9.290','9.286','9.317','9.624'
'   20','9.352','9.361','9.378','9.386','9.399','9.413','9.418','9.437','9.450','9.466','9.493','9.495','9.491','9.493','9.486','9.490','9.493','9.495','9.535','9.548','9.575','9.582','9.593','9.619','9.477'
'   21','9.628','9.646','9.645','9.638','9.631','9.618','9.593','9.590','9.549','9.495','9.391','9.356','9.303','9.242','9.204','9.167','9.130','9.131','9.133','9.172','9.221','9.284','9.333','9.400','9.396'
'   22','9.483','9.545','9.614','9.693','9.761','9.826','9.876','9.921','9.965','0.007','0.027','0.066','0.036','0.051','0.048','0.053','0.055','0.062','0.062','0.065','0.061','0.058','0.055','0.051','9.935'
'   23','0.040','0.026','0.018','0.008','9.994','9.983','9.983','9.987','9.992','0.006','9.999','9.990','9.980','9.977','9.978','9.990','9.994','0.005','0.019','0.013','0.019','0.023','0.033','0.041','0.004'
'   24','0.018','0.014','0.011','0.011','0.020','0.036','0.040','0.063','0.064','0.064','0.073','0.074','0.072','0.074','0.073','0.083','0.092','0.107','0.110','0.120','0.121','0.119','0.104','0.098','0.069'
'   25','0.094','0.089','0.080','0.082','0.070','0.061','0.063','0.065','0.049','0.048','0.042','0.034','0.026','0.002','9.993','9.976','9.960','9.942','9.943','9.927','9.908','9.894','9.887','9.866','0.004'
'   26','9.839','9.812','9.785','9.767','9.744','9.747','9.759','9.787','9.805','9.827','9.847','9.860','9.869','9.884','9.897','9.924','9.944','9.979','0.004','0.028','0.044','0.061','0.074','0.093','9.891'
'   27','0.114','0.121','0.124','0.125','0.149','0.163','0.182','0.188','0.194','0.192','0.193','0.199','0.196','0.199','0.201','0.203','0.210','0.222','0.226','0.223','0.217','0.228','0.232','0.235','0.189'
'   28','0.228','0.231','0.222','0.211','0.211','0.210','0.215','0.222','0.213','0.212','0.202','0.190','0.182','0.172','0.156','0.148','0.140','0.150','0.140','0.124','0.112','0.094','0.084','0.062','0.172'
'   29','0.044','0.023','0.004','9.985','9.967','9.953','9.939','9.929','9.928','9.918','9.894','9.878','9.869','9.861','9.856','9.857','9.862','9.878','9.900','9.914','9.944','9.963','9.980','0.001','9.931'
' Mean','9.456','9.456','9.455','9.454','9.453','9.454','9.455','9.461','9.462','9.463','9.460','9.458','9.447','9.441','9.433','9.434','9.434','9.445','9.450','9.455','9.459','9.464','9.467','9.474','9.454'
