"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"11",'9.816','9.804','9.791','9.784','9.774','9.772','9.772','9.770','9.764','9.760','9.756','9.753','9.745','9.746','9.740','9.748','9.746','9.744','9.749','9.757','9.768','9.784','9.792','9.799','9.768',
"12",'9.812','9.818','9.827','9.843','9.860','9.878','9.897','9.910','9.922','9.928','9.930','9.956','9.971','9.986','9.982','9.979','9.986','9.992','9.998','0.014','0.027','0.035','0.024','0.024','9.942',
"13",'0.014','0.002','9.984','9.962','9.940','9.910','9.888','9.854','9.838','9.815','9.799','9.789','9.767','9.779','9.771','9.761','9.739','9.718','9.699','9.683','9.665','9.649','9.621','9.581','9.801',
"14",'9.536','9.502','9.448','9.430','9.412','9.411','9.411','9.392','9.395','9.393','9.400','9.396','9.389','9.366','9.379','9.357','9.334','9.326','9.298','9.289','9.251','9.221','9.190','9.147','9.361',
"15",'9.105','9.071','9.075','9.095','9.148','9.225','9.287','9.339','9.378','9.413','9.441','9.485','9.537','9.602','9.658','9.704','9.735','9.773','9.805','9.843','9.871','9.900','9.921','9.933','9.514',
"16",'9.944','9.948','9.965','9.969','9.979','9.981','9.983','0.001','9.997','9.996','9.993','0.001','9.991','9.991','9.982','9.977','9.965','9.962','9.960','9.953','9.943','9.937','9.921','9.910','9.969',
"17",'9.894','9.880','9.864','9.847','9.835','9.828','9.820','9.806','9.788','9.773','9.752','9.736','9.723','9.710','9.696','9.683','9.684','9.681','9.685','9.709','9.723','9.735','9.756','9.766','9.766',
"18",'9.773','9.787','9.777','9.793','9.797','9.814','9.817','9.819','9.815','9.800','9.792','9.774','9.763','9.759','9.752','9.730','9.728','9.710','9.712','9.720','9.715','9.730','9.729','9.739','9.764',
"19",'9.744','9.759','9.773','9.789','9.814','9.845','9.877','9.904','9.917','9.927','9.933','9.942','9.941','9.953','9.949','9.961','9.962','9.971','9.983','9.994','0.009','0.019','0.027','0.034','9.918',
"20",'0.041','0.044','0.042','0.043','0.050','0.054','0.060','0.061','0.068','0.068','0.076','0.079','0.077','0.080','0.072','0.077','0.077','0.077','0.080','0.087','0.086','0.096','0.090','0.082','0.069',
"21",'0.083','0.074','0.068','0.059','0.052','0.049','0.050','0.040','0.044','0.038','0.037','0.033','0.022','0.019','0.004','0.006','9.991','9.990','9.990','9.990','9.985','9.980','9.976','9.978','0.023',
"22",'9.970','9.966','9.957','9.950','9.946','9.957','9.960','9.955','9.957','9.961','9.959','9.956','9.955','9.958','9.956','9.966','9.972','9.996','0.020','0.047','0.069','0.094','0.102','0.114','9.989',
"23",'0.126','0.130','0.136','0.143','0.146','0.156','0.170','0.182','0.191','0.192','0.192','0.198','0.190','0.191','0.180','0.183','0.178','0.183','0.188','0.193','0.196','0.202','0.201','0.193','0.177',
"24",'0.190','0.188','0.180','0.178','0.179','0.179','0.188','0.186','0.178','0.173','0.158','0.153','0.149','0.142','0.135','0.131','0.132','0.137','0.133','0.145','0.149','0.157','0.153','0.155','0.160',
"25",'0.142','0.135','0.123','0.109','0.095','0.081','0.069','0.056','0.041','0.015','9.997','9.976','9.945','9.917','9.893','9.853','9.823','9.801','9.770','9.757','9.731','9.729','9.723','9.725','9.938',
"26",'9.713','9.701','9.686','9.676','9.673','9.657','9.656','9.649','9.649','9.638','9.648','9.661','9.666','9.686','9.692','9.700','9.716','9.722','9.747','9.769','9.776','9.788','9.804','9.819','9.704',
"27",'9.821','9.829','9.837','9.850','9.867','9.895','9.915','9.935','9.948','9.967','9.976','9.990','0.004','0.009','0.024','0.036','0.034','0.049','0.062','0.069','0.067','0.070','0.072','0.072','9.975',
"28",'0.072','0.074','0.073','0.072','0.061','0.070','0.075','0.072','0.070','0.060','0.065','0.047','0.037','0.040','0.041','0.037','0.041','0.033','0.032','0.037','0.034','0.028','0.025','0.024','0.051',
"29",'0.018','0.017','0.015','0.020','0.021','0.033','0.036','0.040','0.034','0.040','0.040','0.029','0.018','0.011','9.994','9.987','9.979','9.979','9.980','9.988','9.985','9.987','9.980','9.966','0.008',
"30",'9.951','9.936','9.927','9.911','9.906','9.894','9.879','9.870','9.843','9.825','9.802','9.782','9.768','9.751','9.740','9.726','9.712','9.707','9.706','9.710','9.706','9.694','9.663','9.660','9.794',
"31",'9.644','9.631','9.640','9.657','9.668','9.666','9.686','9.718','9.729','9.752','9.759','9.763','9.778','9.791','9.803','9.823','9.835','9.854','9.873','9.886','9.896','9.909','9.915','9.917','9.775',
Mean,'9.843','9.849','9.851','9.865','9.880','9.890','9.909','9.927','9.937','9.943','9.950','9.948','9.952','9.944','9.939','9.946','9.950','9.944','9.938','9.936','9.932','9.944','9.943','9.940','9.921',
