'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   18','0.212','0.209','0.205','0.203','0.207','0.224','0.228','0.225','0.235','0.221','0.189','0.200','0.207','0.207','0.203','0.200','0.187','0.186','0.183','0.194','0.205','0.219','0.227','0.232','0.209'
'   19','0.223','0.225','0.205','0.213','0.213','0.221','0.217','0.222','0.228','0.240','0.237','0.228','0.222','0.208','0.202','0.190','0.188','0.182','0.172','0.174','0.170','0.167','0.172','0.170','0.204'
'   20','0.160','0.152','0.142','0.134','0.114','0.108','0.110','0.118','0.126','0.129','0.127','0.132','0.130','0.121','0.122','0.113','0.108','0.102','0.102','0.108','0.116','0.119','0.114','0.107','0.121'
'   21','0.108','0.101','0.101','0.102','0.094','0.094','0.096','0.097','0.096','0.094','0.083','0.081','0.071','0.071','0.057','0.047','0.041','0.031','0.025','0.016','0.017','0.005','9.997','9.975','0.063'
'   22','9.972','9.963','9.939','9.923','9.901','9.889','9.888','9.873','9.852','9.819','9.793','9.770','9.744','9.742','9.731','9.713','9.718','9.714','9.720','9.728','9.734','9.733','9.727','9.720','9.804'
'   23','9.726','9.748','9.782','9.810','9.834','9.874','9.900','9.934','9.942','9.956','9.963','9.973','9.979','9.988','9.992','0.009','0.019','0.017','0.034','0.042','0.061','0.059','0.067','0.065','9.949'
'   24','0.067','0.075','0.075','0.073','0.089','0.112','0.119','0.145','0.159','0.167','0.169','0.173','0.181','0.199','0.203','0.205','0.199','0.217','0.235','0.247','0.241','0.245','0.245','0.233','0.170'
'   25','0.240','0.226','0.206','0.210','0.204','0.202','0.190','0.192','0.182','0.160','0.133','0.122','0.099','0.075','0.059','0.039','0.040','0.023','0.020','0.023','0.023','0.003','9.999','9.981','0.110'
'   26','9.965','9.954','9.934','9.918','9.909','9.900','9.888','9.864','9.836','9.820','9.808','9.780','9.752','9.734','9.700','9.660','9.628','9.564','9.520','9.508','9.448','9.432','9.445','9.458','9.726'
'   27','9.503','9.515','9.513','9.515','9.509','9.520','9.512','9.511','9.492','9.479','9.482','9.447','9.437','9.388','9.417','9.396','9.388','9.379','9.387','9.385','9.393','9.397','9.428','9.477','9.453'
'   28','9.513','9.542','9.549','9.546','9.543','9.529','9.531','9.547','9.531','9.555','9.575','9.597','9.597','9.619','9.625','9.655','9.665','9.695','9.725','9.749','9.768','9.798','9.809','9.807','9.628'
'   29','9.819','9.823','9.821','9.819','9.805','9.793','9.781','9.769','9.757','9.734','9.696','9.661','9.599','9.544','9.491','9.424','9.411','9.383','9.383','9.411','9.433','9.439','9.439','9.439','9.611'
'   30','9.473','9.466','9.461','9.461','9.467','9.493','9.501','9.527','9.546','9.551','9.550','9.566','9.574','9.553','9.499','9.464','9.420','9.410','9.394','9.453','9.512','9.569','9.615','9.670','9.508'
'   31','9.707','9.764','9.794','9.850','9.886','9.919','9.956','9.984','0.010','0.037','0.045','0.065','0.077','0.099','0.107','0.129','0.144','0.159','0.161','0.175','0.179','0.189','0.195','0.205','0.035'
' Mean','9.876','9.876','9.872','9.870','9.870','9.874','9.874','9.878','9.876','9.872','9.868','9.864','9.862','9.858','9.852','9.847','9.844','9.844','9.849','9.858','9.863','9.870','9.874','9.878','9.865'
