'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   19','0.235','0.227','0.219','0.217','0.207','0.197','0.189','0.173','0.153','0.135','0.109','0.091','0.071','0.061','0.045','0.039','0.041','0.049','0.055','0.061','0.057','0.045','0.045','0.045','0.115'
'   20','0.033','0.039','0.041','0.039','0.035','0.027','0.005','9.995','9.975','9.967','9.949','9.941','9.927','9.915','9.905','9.919','9.929','9.941','9.933','9.931','9.943','9.943','9.939','9.939','9.967'
'   21','9.933','9.935','9.931','9.929','9.923','9.932','9.937','9.945','9.947','9.949','9.947','9.951','9.948','9.951','9.933','9.925','9.925','9.931','9.932','9.941','9.961','9.969','9.973','9.977','9.943'
'   22','9.975','9.979','9.979','9.979','9.979','9.981','9.985','9.985','9.983','9.983','9.984','9.984','9.974','9.966','9.956','9.952','9.966','9.974','9.982','9.992','9.994','0.002','9.998','0.000','9.981'
'   23','9.990','9.996','9.992','9.996','9.996','0.002','0.002','0.004','0.000','9.992','9.995','9.993','9.987','9.985','9.963','9.945','9.929','9.925','9.927','9.935','9.943','9.953','9.945','9.941','9.972'
'   24','9.929','9.921','9.921','9.917','9.917','9.923','9.919','9.919','9.911','9.905','9.910','9.900','9.894','9.888','9.878','9.864','9.852','9.848','9.850','9.856','9.856','9.856','9.860','9.856','9.890'
'   25','9.848','9.846','9.842','9.838','9.834','9.842','9.840','9.840','9.836','9.838','9.833','9.833','9.819','9.815','9.807','9.801','9.791','9.803','9.797','9.809','9.817','9.829','9.831','9.835','9.826'
'   26','9.827','9.821','9.819','9.823','9.821','9.823','9.825','9.821','9.817','9.811','9.805','9.805','9.803','9.799','9.791','9.783','9.775','9.785','9.785','9.801','9.815','9.827','9.837','9.850','9.811'
'   27','9.851','9.863','9.865','9.865','9.865','9.873','9.877','9.879','9.887','9.897','9.890','9.898','9.900','9.896','9.890','9.888','9.884','9.892','9.900','9.920','9.928','9.942','9.944','9.952','9.894'
'   28','9.952','9.954','9.962','9.966','9.970','9.980','9.986','9.995','9.996','9.992','9.984','9.991','9.989','9.985','9.981','9.987','9.985','9.985','9.987','9.987','9.989','9.999','9.993','9.993','9.983'
'   29','9.981','9.977','9.965','9.957','9.947','9.945','9.939','9.923','9.915','9.911','9.899','9.895','9.887','9.885','9.881','9.883','9.869','9.875','9.863','9.865','9.873','9.877','9.875','9.883','9.907'
'   30','9.879','9.885','9.884','9.887','9.893','9.899','9.903','9.905','9.909','9.905','9.906','9.910','9.900','9.886','9.864','9.855','9.850','9.846','9.850','9.852','9.862','9.856','9.846','9.840','9.878'
'   31','9.824','9.826','9.818','9.814','9.810','9.818','9.820','9.824','9.822','9.818','9.811','9.811','9.812','9.815','9.814','9.808','9.795','9.785','9.805','9.806','9.815','9.841','9.844','9.842','9.817'
' Mean','9.946','9.944','9.942','9.941','9.942','9.945','9.946','9.947','9.944','9.941','9.939','9.939','9.936','9.936','9.930','9.928','9.925','9.929','9.930','9.937','9.946','9.952','9.955','9.957','9.941'
