"Day", 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,"Mean"
"11",'9.830','9.834','9.842','9.852','9.864','9.871','9.889','9.900','9.907','9.912','9.918','9.921','9.911','9.921','9.913','9.915','9.911','9.907','9.905','9.905','9.893','9.886','9.873','9.868','9.890',
"12",'9.860','9.845','9.833','9.820','9.796','9.788','9.774','9.764','9.751','9.747','9.720','9.697','9.676','9.647','9.618','9.586','9.546','9.531','9.516','9.507','9.496','9.476','9.449','9.430','9.661',
"13",'9.401','9.368','9.326','9.289','9.255','9.223','9.206','9.197','9.188','9.192','9.170','9.154','9.146','9.148','9.151','9.155','9.154','9.168','9.165','9.175','9.199','9.220','9.235','9.250','9.214',
"14",'9.266','9.273','9.276','9.292','9.309','9.326','9.352','9.368','9.385','9.391','9.393','9.388','9.381','9.359','9.354','9.340','9.322','9.338','9.353','9.361','9.371','9.371','9.372','9.384','9.347',
"15",'9.372','9.353','9.348','9.338','9.329','9.325','9.315','9.315','9.311','9.317','9.310','9.316','9.310','9.303','9.292','9.283','9.280','9.297','9.309','9.320','9.325','9.330','9.351','9.351','9.321',
"16",'9.353','9.355','9.365','9.390','9.409','9.441','9.478','9.503','9.529','9.556','9.575','9.600','9.612','9.632','9.646','9.654','9.686','9.707','9.735','9.768','9.778','9.792','9.806','9.809','9.591',
"17",'9.820','9.822','9.813','9.813','9.813','9.812','9.826','9.820','9.802','9.781','9.761','9.756','9.750','9.748','9.743','9.732','9.730','9.735','9.750','9.783','9.807','9.839','9.870','9.900','9.793',
"18",'9.930','9.980','0.001','0.027','0.058','0.092','0.116','0.150','0.171','0.182','0.188','0.201','0.209','0.222','0.228','0.227','0.240','0.258','0.268','0.280','0.292','0.301','0.297','0.297','0.176',
"19",'0.293','0.289','0.285','0.286','0.281','0.279','0.276','0.271','0.258','0.241','0.221','0.201','0.177','0.162','0.138','0.122','0.114','0.108','0.108','0.108','0.105','0.108','0.100','0.099','0.193',
"20",'0.092','0.102','0.104','0.113','0.119','0.133','0.148','0.166','0.175','0.185','0.202','0.218','0.220','0.218','0.202','0.202','0.198','0.202','0.225','0.239','0.239','0.249','0.257','0.257','0.186',
"21",'0.256','0.245','0.241','0.240','0.241','0.238','0.237','0.234','0.246','0.213','0.188','0.170','0.169','0.149','0.118','0.105','0.073','0.061','0.018','9.998','9.967','9.931','9.887','9.843','0.128',
"22",'9.809','9.749','9.700','9.670','9.637','9.622','9.577','9.552','9.539','9.539','9.535','9.545','9.545','9.550','9.566','9.585','9.597','9.626','9.661','9.701','9.720','9.755','9.778','9.804','9.640',
"23",'9.828','9.843','9.861','9.891','9.906','9.923','9.931','9.963','9.971','9.973','9.976','9.969','9.964','9.970','9.964','9.963','9.970','9.978','9.974','9.974','9.984','9.991','9.999','0.009','9.949',
"24",'0.015','0.033','0.022','0.034','0.030','0.027','0.021','9.993','9.954','9.891','9.853','9.808','9.759','9.700','9.687','9.678','9.645','9.626','9.713','9.781','9.831','9.872','9.891','9.910','9.866',
"25",'9.929','9.930','9.946','9.946','9.965','0.006','0.037','0.053','0.050','0.055','0.072','0.066','0.081','0.083','0.069','0.083','0.082','0.079','0.075','0.081','0.088','0.078','0.062','0.049','0.040',
"26",'0.023','0.010','9.986','9.975','9.955','9.956','9.943','9.934','9.928','9.934','9.936','9.929','9.910','9.895','9.891','9.885','9.879','9.885','9.892','9.901','9.907','9.925','9.932','9.930','9.931',
"27",'9.930','9.931','9.921','9.921','9.918','9.929','9.928','9.932','9.941','9.939','9.933','9.913','9.890','9.872','9.836','9.832','9.837','9.837','9.831','9.832','9.832','9.835','9.836','9.836','9.885',
"28",'9.832','9.823','9.813','9.806','9.799','9.782','9.779','9.779','9.768','9.756','9.737','9.708','9.677','9.654','9.623','9.602','9.578','9.577','9.585','9.604','9.610','9.627','9.622','9.623','9.698',
"29",'9.627','9.627','9.635','9.637','9.651','9.665','9.704','9.700','9.707','9.713','9.733','9.740','9.743','9.752','9.751','9.758','9.751','9.740','9.737','9.739','9.728','9.711','9.699','9.669','9.705',
"30",'9.640','9.594','9.555','9.527','9.507','9.493','9.507','9.539','9.548','9.564','9.606','9.608','9.637','9.643','9.667','9.690','9.702','9.724','9.732','9.754','9.743','9.709','9.705','9.705','9.629',
Mean,'9.149','9.139','9.135','9.148','9.145','9.153','9.156','9.177','9.187','9.220','9.236','9.269','9.293','9.324','9.348','9.387','9.419','9.447','9.475','9.519','9.537','9.563','9.584','9.606','9.317',
