'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   11','9.377','9.381','9.395','9.385','9.417','9.439','9.445','9.453','9.470','9.471','9.495','9.521','9.569','9.625','9.651','9.699','9.717','9.757','9.804','9.828','9.845','9.883','9.907','9.949','9.603'
'   12','9.987','0.011','0.025','0.047','0.059','0.069','0.085','0.091','0.096','0.101','0.097','0.097','0.081','0.073','0.047','0.053','0.049','0.041','0.037','0.027','0.007','0.003','9.997','9.995','0.049'
'   13','9.995','9.993','9.984','9.983','9.989','0.001','0.015','0.030','0.028','0.025','0.019','0.003','9.991','9.987','9.975','9.959','9.941','9.943','9.929','9.915','9.902','9.891','9.879','9.875','9.969'
'   14','9.857','9.857','9.851','9.843','9.839','9.845','9.853','9.877','9.893','9.933','0.004','0.064','0.108','0.142','0.180','0.218','0.248','0.300','0.354','0.392','0.424','0.456','0.492','0.530','0.107'
'   15','0.540','0.568','0.579','0.602','0.620','0.632','0.648','0.673','0.684','0.696','0.691','0.675','0.665','0.664','0.659','0.663','0.673','0.687','0.675','0.671','0.663','0.661','0.659','0.653','0.650'
'   16','0.641','0.628','0.622','0.615','0.612','0.608','0.608','0.610','0.614','0.611','0.616','0.610','0.612','0.608','0.606','0.626','0.624','0.630','0.627','0.636','0.644','0.658','0.660','0.666','0.625'
'   17','0.662','0.666','0.672','0.680','0.682','0.680','0.688','0.704','0.710','0.724','0.724','0.728','0.726','0.718','0.716','0.718','0.716','0.714','0.716','0.711','0.714','0.704','0.692','0.693','0.702'
'   18','0.688','0.678','0.660','0.650','0.614','0.614','0.600','0.598','0.588','0.589','0.578','0.560','0.541','0.526','0.516','0.506','0.502','0.491','0.490','0.467','0.452','0.440','0.434','0.420','0.550'
'   19','0.401','0.381','0.361','0.337','0.319','0.299','0.285','0.277','0.271','0.257','0.248','0.227','0.212','0.194','0.159','0.147','0.128','0.126','0.134','0.142','0.155','0.168','0.182','0.196','0.234'
'   20','0.204','0.222','0.230','0.238','0.243','0.256','0.274','0.304','0.330','0.343','0.361','0.359','0.368','0.365','0.358','0.372','0.381','0.379','0.376','0.370','0.367','0.372','0.368','0.351','0.325'
'   21','0.331','0.313','0.290','0.281','0.266','0.264','0.262','0.250','0.252','0.256','0.263','0.263','0.261','0.239','0.248','0.255','0.250','0.262','0.252','0.269','0.273','0.278','0.286','0.301','0.269'
'   22','0.302','0.306','0.302','0.306','0.315','0.318','0.329','0.342','0.350','0.355','0.358','0.352','0.339','0.333','0.331','0.321','0.311','0.311','0.301','0.293','0.267','0.254','0.229','0.217','0.310'
'   23','0.184','0.171','0.136','0.094','0.053','0.036','0.024','0.026','0.014','0.020','0.031','0.027','0.028','0.023','0.011','0.002','0.009','0.013','0.009','0.001','9.989','9.989','9.972','9.953','0.034'
'   24','9.927','9.903','9.871','9.845','9.839','9.831','9.815','9.819','9.823','9.827','9.824','9.820','9.832','9.845','9.853','9.890','9.910','9.939','9.968','9.990','0.008','0.028','0.040','0.062','9.896'
'   25','0.072','0.078','0.086','0.087','0.094','0.106','0.123','0.139','0.146','0.162','0.166','0.171','0.170','0.172','0.170','0.171','0.175','0.175','0.171','0.167','0.145','0.151','0.145','0.125','0.140'
'   26','0.103','0.081','0.063','0.039','0.013','9.995','9.959','9.945','9.907','9.891','9.867','9.849','9.841','9.845','9.851','9.861','9.877','9.901','9.918','9.915','9.967','9.981','9.999','0.017','9.945'
'   27','0.041','0.055','0.055','0.045','0.061','0.079','0.103','0.125','0.143','0.155','0.157','0.161','0.171','0.173','0.163','0.170','0.179','0.181','0.174','0.165','0.165','0.165','0.149','0.143','0.132'
'   28','0.125','0.115','0.117','0.103','0.102','0.101','0.097','0.099','0.111','0.123','0.137','0.149','0.127','0.141','0.141','0.149','0.155','0.165','0.186','0.203','0.207','0.221','0.237','0.255','0.149'
'   29','0.259','0.253','0.261','0.261','0.271','0.279','0.281','0.281','0.281','0.283','0.285','0.279','0.283','0.273','0.257','0.263','0.249','0.255','0.249','0.245','0.235','0.221','0.205','0.201','0.259'
'   30','0.185','0.179','0.159','0.139','0.099','0.089','0.067','0.059','0.041','0.026','0.005','9.975','9.963','9.937','9.903','9.877','9.859','9.841','9.811','9.781','9.741','9.729','9.711','9.717','9.954'
' Mean','9.891','9.888','9.882','9.875','9.871','9.872','9.871','9.874','9.875','9.873','9.872','9.865','9.862','9.856','9.853','9.861','9.865','9.874','9.879','9.881','9.884','9.891','9.892','9.898','9.875'
