'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   11','9.391','9.394','9.392','9.398','9.392','9.398','9.399','9.399','9.400','9.412','9.421','9.436','9.433','9.449','9.441','9.443','9.447','9.459','9.469','9.483','9.505','9.514','9.520','9.537','9.439'
'   12','9.547','9.563','9.569','9.572','9.575','9.586','9.592','9.599','9.604','9.615','9.602','9.608','9.596','9.587','9.594','9.584','9.593','9.602','9.610','9.628','9.646','9.660','9.677','9.706','9.605'
'   13','9.729','9.740','9.754','9.764','9.790','9.826','9.852','9.886','9.921','9.942','9.949','9.980','0.008','0.016','0.032','0.065','0.099','0.135','0.168','0.205','0.235','0.261','0.284','0.307','9.998'
'   14','0.316','0.337','0.363','0.371','0.395','0.427','0.445','0.465','0.480','0.488','0.493','0.491','0.483','0.491','0.491','0.492','0.502','0.514','0.528','0.532','0.538','0.548','0.555','0.554','0.471'
'   15','0.550','0.551','0.548','0.541','0.544','0.550','0.554','0.557','0.546','0.534','0.519','0.521','0.503','0.490','0.477','0.465','0.461','0.469','0.482','0.477','0.469','0.466','0.464','0.457','0.508'
'   16','0.440','0.436','0.422','0.409','0.386','0.376','0.360','0.358','0.341','0.319','0.291','0.272','0.242','0.215','0.189','0.163','0.153','0.148','0.155','0.152','0.143','0.136','0.136','0.123','0.265'
'   17','0.110','0.094','0.087','0.078','0.068','0.083','0.084','0.085','0.077','0.080','0.082','0.078','0.085','0.088','0.095','0.100','0.121','0.134','0.150','0.154','0.158','0.166','0.171','0.189','0.109'
'   18','0.185','0.188','0.197','0.196','0.189','0.203','0.211','0.224','0.231','0.238','0.233','0.224','0.216','0.208','0.194','0.191','0.198','0.208','0.225','0.228','0.239','0.247','0.251','0.266','0.216'
'   19','0.263','0.259','0.241','0.233','0.227','0.235','0.238','0.238','0.230','0.234','0.236','0.239','0.243','0.251','0.251','0.258','0.245','0.263','0.277','0.287','0.279','0.287','0.294','0.305','0.255'
'   20','0.309','0.303','0.295','0.292','0.268','0.280','0.292','0.297','0.294','0.283','0.278','0.262','0.264','0.245','0.234','0.210','0.198','0.211','0.210','0.230','0.222','0.214','0.212','0.221','0.255'
'   21','0.210','0.198','0.186','0.177','0.166','0.155','0.169','0.160','0.152','0.152','0.142','0.133','0.126','0.110','0.076','0.081','0.069','0.088','0.082','0.086','0.076','0.075','0.070','0.088','0.126'
'   22','0.080','0.072','0.056','0.044','0.026','0.026','0.032','0.035','0.041','0.052','0.044','0.050','0.038','0.032','0.031','0.035','0.046','0.058','0.080','0.102','0.114','0.110','0.116','0.120','0.060'
'   23','0.120','0.128','0.134','0.137','0.142','0.150','0.160','0.172','0.183','0.190','0.184','0.180','0.178','0.168','0.159','0.158','0.152','0.158','0.158','0.156','0.150','0.148','0.129','0.136','0.155'
'   24','0.136','0.148','0.148','0.144','0.158','0.160','0.166','0.182','0.181','0.186','0.177','0.173','0.165','0.155','0.147','0.143','0.139','0.145','0.143','0.145','0.147','0.145','0.141','0.139','0.155'
'   25','0.134','0.130','0.122','0.125','0.126','0.122','0.119','0.122','0.123','0.122','0.112','0.097','0.081','0.063','0.057','0.067','0.069','0.084','0.089','0.107','0.115','0.122','0.118','0.115','0.106'
'   26','0.113','0.112','0.113','0.125','0.117','0.121','0.127','0.134','0.131','0.137','0.121','0.103','0.095','0.080','0.066','0.064','0.051','0.041','0.036','0.030','0.020','0.004','9.978','9.955','0.078'
'   27','9.923','9.895','9.876','9.837','9.803','9.784','9.759','9.754','9.743','9.748','9.743','9.737','9.724','9.709','9.695','9.703','9.697','9.709','9.711','9.717','9.717','9.725','9.727','9.729','9.757'
'   28','9.729','9.728','9.723','9.721','9.717','9.721','9.720','9.723','9.727','9.722','9.722','9.704','9.694','9.680','9.661','9.656','9.642','9.646','9.653','9.642','9.610','9.604','9.587','9.572','9.679'
'   29','9.552','9.524','9.503','9.485','9.476','9.472','9.485','9.512','9.523','9.540','9.542','9.548','9.548','9.551','9.554','9.555','9.568','9.577','9.592','9.598','9.600','9.604','9.590','9.592','9.545'
'   30','9.578','9.580','9.576','9.578','9.580','9.589','9.598','9.609','9.608','9.610','9.610','9.636','9.652','9.647','9.632','9.628','9.628','9.635','9.634','9.613','9.624','9.614','9.608','9.604','9.611'
' Mean','9.939','9.937','9.931','9.925','9.919','9.921','9.922','9.925','9.924','9.929','9.923','9.925','9.922','9.918','9.911','9.912','9.911','9.919','9.925','9.929','9.930','9.931','9.928','9.931','9.924'
