'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   14','9.379','9.418','9.447','9.494','9.527','9.567','9.589','9.623','9.672','9.681','9.675','9.684','9.679','9.685','9.680','9.679','9.667','9.645','9.616','9.582','9.549','9.497','9.449','9.401','9.579'
'   15','9.343','9.278','9.230','9.174','9.130','9.099','9.067','9.058','9.068','9.070','9.064','9.062','9.043','9.038','9.036','9.037','9.040','9.040','9.054','9.068','9.086','9.106','9.126','9.153','9.103'
'   16','9.187','9.223','9.247','9.291','9.319','9.365','9.411','9.455','9.495','9.533','9.557','9.604','9.640','9.662','9.704','9.738','9.779','9.818','9.852','9.890','9.906','9.929','9.952','9.966','9.605'
'   17','9.977','9.979','0.003','0.023','0.051','0.072','0.093','0.119','0.135','0.161','0.169','0.168','0.199','0.218','0.237','0.268','0.287','0.301','0.332','0.355','0.381','0.401','0.417','0.415','0.198'
'   18','0.415','0.433','0.433','0.443','0.463','0.489','0.505','0.523','0.527','0.540','0.530','0.532','0.536','0.534','0.528','0.534','0.538','0.542','0.540','0.532','0.518','0.512','0.504','0.501','0.506'
'   19','0.480','0.480','0.462','0.446','0.438','0.424','0.412','0.416','0.414','0.412','0.404','0.392','0.380','0.361','0.358','0.350','0.354','0.348','0.354','0.353','0.344','0.332','0.332','0.333','0.391'
'   20','0.329','0.322','0.312','0.301','0.300','0.289','0.292','0.292','0.290','0.281','0.257','0.229','0.200','0.173','0.149','0.135','0.128','0.129','0.114','0.096','0.071','0.049','0.029','0.017','0.199'
'   21','9.993','9.981','9.949','9.930','9.923','9.913','9.902','9.893','9.884','9.875','9.872','9.862','9.860','9.852','9.851','9.842','9.838','9.846','9.852','9.859','9.870','9.882','9.886','9.886','9.888'
'   22','9.884','9.886','9.882','9.881','9.884','9.885','9.885','9.888','9.890','9.883','9.878','9.871','9.852','9.844','9.834','9.820','9.802','9.792','9.772','9.758','9.746','9.724','9.714','9.691','9.831'
'   23','9.667','9.652','9.644','9.631','9.623','9.619','9.623','9.627','9.629','9.638','9.646','9.638','9.624','9.633','9.631','9.642','9.649','9.656','9.667','9.666','9.662','9.667','9.658','9.649','9.643'
'   24','9.645','9.645','9.636','9.628','9.623','9.614','9.611','9.597','9.586','9.570','9.550','9.531','9.505','9.471','9.455','9.443','9.427','9.413','9.404','9.395','9.391','9.391','9.385','9.383','9.512'
'   25','9.375','9.371','9.365','9.369','9.377','9.395','9.405','9.429','9.444','9.461','9.477','9.486','9.497','9.501','9.523','9.544','9.561','9.579','9.588','9.595','9.605','9.609','9.621','9.614','9.491'
'   26','9.609','9.605','9.599','9.585','9.565','9.563','9.549','9.543','9.529','9.517','9.512','9.488','9.472','9.438','9.400','9.370','9.360','9.338','9.324','9.302','9.272','9.246','9.236','9.232','9.444'
'   27','9.236','9.246','9.262','9.262','9.268','9.284','9.296','9.318','9.332','9.342','9.366','9.378','9.378','9.376','9.384','9.392','9.398','9.408','9.410','9.404','9.392','9.392','9.393','9.386','9.346'
'   28','9.392','9.378','9.364','9.364','9.352','9.350','9.362','9.380','9.384','9.391','9.364','9.351','9.355','9.365','9.373','9.375','9.387','9.405','9.417','9.422','9.415','9.425','9.459','9.457','9.387'
'   29','9.477','9.479','9.483','9.495','9.517','9.549','9.559','9.587','9.605','9.621','9.626','9.628','9.636','9.642','9.650','9.656','9.660','9.670','9.694','9.722','9.746','9.736','9.728','9.736','9.621'
'   30','9.751','9.769','9.766','9.765','9.775','9.785','9.789','9.790','9.805','9.821','9.827','9.831','9.833','9.830','9.821','9.825','9.831','9.831','9.827','9.821','9.805','9.803','9.809','9.809','9.805'
' Mean','9.668','9.668','9.662','9.659','9.658','9.663','9.666','9.673','9.678','9.683','9.679','9.677','9.671','9.668','9.667','9.671','9.676','9.682','9.687','9.688','9.685','9.685','9.682','9.680','9.674'
