'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   19','9.997','9.995','9.989','9.986','9.986','9.989','9.997','9.995','9.999','0.009','0.035','0.044','0.049','0.045','0.053','0.053','0.059','0.064','0.065','0.085','0.093','0.106','0.121','0.121','0.039'
'   20','0.123','0.127','0.127','0.123','0.130','0.131','0.135','0.139','0.143','0.156','0.158','0.156','0.149','0.129','0.118','0.118','0.110','0.106','0.100','0.102','0.110','0.132','0.134','0.132','0.129'
'   21','0.122','0.122','0.114','0.098','0.093','0.104','0.098','0.106','0.106','0.086','0.089','0.087','0.098','0.086','0.079','0.089','0.082','0.083','0.089','0.077','0.076','0.092','0.099','0.105','0.095'
'   22','0.103','0.091','0.084','0.087','0.092','0.101','0.099','0.101','0.093','0.076','0.083','0.079','0.079','0.085','0.073','0.067','0.067','0.067','0.069','0.073','0.080','0.075','0.077','0.081','0.083'
'   23','0.075','0.071','0.071','0.065','0.065','0.055','0.055','0.045','0.039','0.035','0.022','0.015','0.015','9.995','9.965','9.939','9.919','9.917','9.903','9.905','9.905','9.906','9.905','9.901','9.991'
'   24','9.903','9.895','9.897','9.892','9.901','9.907','9.919','9.928','9.929','9.934','9.941','9.939','9.935','9.925','9.921','9.915','9.917','9.909','9.896','9.901','9.888','9.881','9.869','9.864','9.909'
'   25','9.859','9.853','9.844','9.835','9.833','9.839','9.837','9.842','9.846','9.854','9.852','9.850','9.857','9.856','9.853','9.857','9.860','9.866','9.872','9.880','9.904','9.914','9.926','9.926','9.863'
'   26','9.928','9.935','9.940','9.944','9.952','9.958','9.966','9.978','9.984','9.995','0.007','0.022','0.032','0.037','0.038','0.042','0.046','0.052','0.063','0.074','0.085','0.096','0.107','0.110','0.016'
'   27','0.108','0.110','0.108','0.108','0.108','0.117','0.118','0.118','0.108','0.100','0.097','0.088','0.079','0.073','0.053','0.039','0.025','0.019','0.021','0.010','0.009','0.001','9.989','9.986','0.066'
'   28','9.967','9.948','9.929','9.917','9.897','9.883','9.871','9.868','9.857','9.841','9.832','9.818','9.794','9.768','9.756','9.732','9.706','9.684','9.674','9.669','9.680','9.656','9.642','9.636','9.793'
'   29','9.636','9.620','9.605','9.603','9.606','9.602','9.588','9.584','9.584','9.584','9.579','9.579','9.565','9.566','9.565','9.563','9.565','9.569','9.575','9.585','9.595','9.605','9.611','9.611','9.589'
'   30','9.631','9.645','9.663','9.683','9.691','9.695','9.711','9.733','9.737','9.751','9.750','9.759','9.779','9.801','9.805','9.820','9.835','9.858','9.887','9.906','9.913','9.939','9.945','9.955','9.787'
'   31','9.946','9.949','9.954','9.944','9.938','9.946','9.934','9.926','9.900','9.888','9.861','9.848','9.830','9.798','9.784','9.756','9.716','9.702','9.718','9.720','9.696','9.684','9.673','9.660','9.824'
' Mean','9.917','9.914','9.911','9.910','9.910','9.914','9.918','9.923','9.924','9.926','9.925','9.926','9.924','9.923','9.917','9.913','9.911','9.912','9.914','9.919','9.924','9.928','9.929','9.929','9.919'
