'     ','    1','    2','    3','    4','    5','    6','    7','    8','    9','   10','   11','   12','   13','   14','   15','   16','   17','   18','   19','   20','   21','   22','   23','   24',' Mean'
'   11','9.299','9.309','9.301','9.307','9.311','9.311','9.317','9.326','9.351','9.365','9.364','9.377','9.365','9.379','9.397','9.425','9.442','9.459','9.469','9.484','9.489','9.500','9.500','9.503','9.390'
'   12','9.512','9.498','9.479','9.475','9.449','9.423','9.375','9.332','9.290','9.271','9.233','9.213','9.208','9.202','9.214','9.221','9.210','9.208','9.201','9.179','9.149','9.128','9.082','9.055','9.275'
'   13','9.020','8.996','8.940','8.931','8.897','8.857','8.830','8.810','8.780','8.748','8.706','8.657','8.606','8.560','8.528','8.514','8.534','8.546','8.541','8.538','8.545','8.536','8.532','8.533','8.695'
'   14','8.517','8.514','8.501','8.510','8.507','8.520','8.533','8.557','8.566','8.589','8.630','8.645','8.670','8.693','8.721','8.781','8.851','8.892','8.934','8.987','9.047','9.074','9.109','9.142','8.729'
'   15','9.163','9.203','9.212','9.238','9.242','9.248','9.271','9.278','9.288','9.301','9.296','9.285','9.275','9.263','9.263','9.294','9.329','9.365','9.404','9.445','9.500','9.527','9.547','9.576','9.326'
'   16','9.608','9.635','9.661','9.685','9.707','9.721','9.721','9.761','9.785','9.809','9.843','9.867','9.893','9.913','9.938','9.993','9.995','0.034','0.043','0.063','0.079','0.102','0.118','0.139','9.880'
'   17','0.151','0.162','0.159','0.169','0.163','0.161','0.163','0.159','0.163','0.175','0.167','0.152','0.128','0.131','0.125','0.118','0.106','0.099','0.091','0.094','0.088','0.092','0.088','0.098','0.133'
'   18','0.087','0.096','0.103','0.117','0.123','0.127','0.125','0.155','0.162','0.171','0.165','0.165','0.164','0.177','0.187','0.198','0.203','0.211','0.234','0.261','0.273','0.294','0.300','0.314','0.184'
'   19','0.324','0.345','0.363','0.363','0.370','0.381','0.398','0.413','0.433','0.443','0.444','0.446','0.446','0.446','0.448','0.461','0.453','0.450','0.450','0.452','0.439','0.439','0.422','0.416','0.419'
'   20','0.387','0.391','0.369','0.364','0.350','0.352','0.332','0.322','0.338','0.340','0.316','0.289','0.285','0.296','0.304','0.319','0.316','0.338','0.339','0.340','0.344','0.361','0.373','0.375','0.339'
'   21','0.382','0.385','0.408','0.426','0.424','0.437','0.453','0.481','0.498','0.526','0.537','0.562','0.569','0.577','0.599','0.611','0.619','0.632','0.641','0.646','0.650','0.657','0.652','0.658','0.543'
'   22','0.650','0.654','0.646','0.634','0.617','0.608','0.599','0.596','0.600','0.602','0.597','0.588','0.564','0.562','0.562','0.567','0.567','0.570','0.571','0.573','0.575','0.578','0.568','0.569','0.592'
'   23','0.552','0.546','0.542','0.526','0.517','0.512','0.507','0.509','0.507','0.511','0.502','0.492','0.477','0.467','0.456','0.455','0.440','0.424','0.398','0.382','0.368','0.352','0.332','0.313','0.462'
'   24','0.292','0.271','0.252','0.225','0.214','0.201','0.190','0.181','0.171','0.165','0.153','0.142','0.121','0.107','0.101','0.098','0.097','0.096','0.088','0.083','0.080','0.073','0.057','0.028','0.145'
'   25','0.006','9.993','9.974','9.950','9.925','9.915','9.906','9.896','9.889','9.885','9.884','9.855','9.826','9.812','9.804','9.800','9.794','9.794','9.788','9.777','9.763','9.750','9.746','9.724','9.852'
'   26','9.702','9.687','9.657','9.650','9.630','9.618','9.598','9.580','9.553','9.536','9.521','9.509','9.503','9.494','9.475','9.467','9.452','9.435','9.412','9.384','9.351','9.315','9.301','9.280','9.505'
'   27','9.266','9.233','9.204','9.191','9.183','9.151','9.127','9.205','9.239','9.266','9.292','9.296','9.295','9.296','9.288','9.274','9.252','9.237','9.226','9.217','9.165','9.138','9.107','9.085','9.218'
'   28','9.070','9.057','9.055','9.037','9.025','9.014','9.004','8.997','8.976','8.977','8.977','8.978','8.981','9.039','9.101','9.145','9.169','9.210','9.254','9.309','9.355','9.400','9.422','9.452','9.125'
'   29','9.482','9.506','9.525','9.545','9.553','9.573','9.581','9.593','9.578','9.579','9.571','9.552','9.494','9.432','9.401','9.363','9.298','9.233','9.173','9.111','9.062','9.037','9.028','9.036','9.388'
'   30','9.023','9.022','9.032','9.043','9.035','9.045','9.052','9.054','9.072','9.103','9.132','9.135','9.146','9.156','9.155','9.160','9.156','9.164','9.164','9.175','9.176','9.189','9.188','9.185','9.115'
'   31','9.184','9.200','9.202','9.201','9.206','9.218','9.234','9.256','9.276','9.293','9.309','9.314','9.316','9.328','9.330','9.352','9.373','9.389','9.403','9.427','9.442','9.447','9.445','9.460','9.317'
' Mean','9.685','9.686','9.684','9.686','9.680','9.678','9.675','9.681','9.684','9.688','9.687','9.682','9.669','9.666','9.666','9.673','9.670','9.674','9.673','9.676','9.677','9.678','9.675','9.675','9.678'
